groupMetadataID,latitudeStdDev,longitude,time,latitude,longitudeStdDev,numSatsInSolution
3344a3c0-f502-11ee-8afa-cb629b0d53e6,0.011541857,-82.10133356446613,1708625691072360733,39.36585359392763,0.009499588,20
3344a3c0-f502-11ee-8afa-cb629b0d53e6,0.011873799,-82.10123548254963,1708625692080660723,39.36592037777463,0.009784758,20
3344a3c0-f502-11ee-8afa-cb629b0d53e6,0.011911387,-82.10114027325545,1708625693068201478,39.36598429511277,0.009882715,20
3344a3c0-f502-11ee-8afa-cb629b0d53e6,0.012017679,-82.10104693379091,1708625694066388372,39.36604811570716,0.010021347,21
3344a3c0-f502-11ee-8afa-cb629b0d53e6,0.012738029,-82.10095539116948,1708625695067161478,39.36611084811703,0.010296812,22
3344a3c0-f502-11ee-8afa-cb629b0d53e6,0.012972113,-82.10086214307114,1708625696085291335,39.366176771980086,0.010520324,21
3344a3c0-f502-11ee-8afa-cb629b0d53e6,0.013681605,-82.10076230353636,1708625697078026889,39.3662498530328,0.011411761,20
3344a3c0-f502-11ee-8afa-cb629b0d53e6,0.01498587,-82.10064998202054,1708625698072303485,39.36633740825092,0.012930894,19
3344a3c0-f502-11ee-8afa-cb629b0d53e6,0.015041915,-82.10053081159917,1708625699070132441,39.36643790883144,0.013827983,20
3344a3c0-f502-11ee-8afa-cb629b0d53e6,0.015632538,-82.10041005354228,1708625700076856885,39.36654905806881,0.013833048,18
3344a3c0-f502-11ee-8afa-cb629b0d53e6,0.0152843,-82.10028813815654,1708625701071396902,39.36667104435331,0.013938739,18
3344a3c0-f502-11ee-8afa-cb629b0d53e6,0.015682066,-82.1001707137471,1708625702081772389,39.36680347826843,0.018467741,18
3344a3c0-f502-11ee-8afa-cb629b0d53e6,0.017799467,-82.10006051199618,1708625703077118371,39.366945449143515,0.021786507,16
3344a3c0-f502-11ee-8afa-cb629b0d53e6,0.018622512,-82.0999558439504,1708625704067271822,39.367093973390354,0.029362774,18
3344a3c0-f502-11ee-8afa-cb629b0d53e6,0.016762137,-82.09985201163333,1708625705075047433,39.36724662822511,0.022862853,19
3344a3c0-f502-11ee-8afa-cb629b0d53e6,0.01776946,-82.09974823356706,1708625706079486900,39.36740179106394,0.023211455,17
3344a3c0-f502-11ee-8afa-cb629b0d53e6,0.016874606,-82.09964454035801,1708625707070275828,39.36755845947856,0.021909751,18
3344a3c0-f502-11ee-8afa-cb629b0d53e6,0.015641281,-82.09953838892235,1708625708079440245,39.36771464824824,0.016697064,19
3344a3c0-f502-11ee-8afa-cb629b0d53e6,0.016721293,-82.09942273026682,1708625709069323158,39.36786636007898,0.01703634,21
3344a3c0-f502-11ee-8afa-cb629b0d53e6,0.015129456,-82.09929389205513,1708625710076609246,39.368010396544854,0.014854002,19
3344a3c0-f502-11ee-8afa-cb629b0d53e6,0.01633881,-82.09915510734713,1708625711082709291,39.36814705131579,0.016930528,19
3344a3c0-f502-11ee-8afa-cb629b0d53e6,0.014499199,-82.09900842759237,1708625712079410978,39.368277105944436,0.0137111675,21
