groupMetadataID,event,time,position.alt_msl,position.latitude,position.longitude,type
6458c26e-eab9-11ee-b297-3b0ad9d5d6c6,,1698165127662852608,,,,['TRAFFIC_LIGHT']
6458c26e-eab9-11ee-b297-3b0ad9d5d6c6,,1698165154877866951,,,,['INTERSECTION']
6458c26e-eab9-11ee-b297-3b0ad9d5d6c6,,1698165169929302336,,,,['INTERSECTION']
6458c26e-eab9-11ee-b297-3b0ad9d5d6c6,,1698165179239887033,,,,['INTERSECTION']
6458c26e-eab9-11ee-b297-3b0ad9d5d6c6,,1698165195690077840,,,,
6458c26e-eab9-11ee-b297-3b0ad9d5d6c6,,1698165299129786254,,,,['TRAFFIC_LIGHT']
6458c26e-eab9-11ee-b297-3b0ad9d5d6c6,,1698165368813742623,,,,['TRAFFIC_LIGHT']
6458c26e-eab9-11ee-b297-3b0ad9d5d6c6,,1698165402944127467,,,,['TRAFFIC_LIGHT']
6458c26e-eab9-11ee-b297-3b0ad9d5d6c6,,1698165438209294559,,,,['TRAFFIC_LIGHT']
6458c26e-eab9-11ee-b297-3b0ad9d5d6c6,15rec,1698165497626335027,,,,['ROUND_ABOUT']
6458c26e-eab9-11ee-b297-3b0ad9d5d6c6,,1698165535468452347,,,,['TRAFFIC_LIGHT']
6458c26e-eab9-11ee-b297-3b0ad9d5d6c6,35mph,1698165601354587783,,,,
6458c26e-eab9-11ee-b297-3b0ad9d5d6c6,35mph,1698165639737098740,,,,
6458c26e-eab9-11ee-b297-3b0ad9d5d6c6,,1698165679940175042,,,,['TRAFFIC_LIGHT']
6458c26e-eab9-11ee-b297-3b0ad9d5d6c6,35 ahead,1698165768074359556,,,,
6458c26e-eab9-11ee-b297-3b0ad9d5d6c6,35mph,1698165777396901637,,,,
6458c26e-eab9-11ee-b297-3b0ad9d5d6c6,45mph,1698165797458448792,,,,
6458c26e-eab9-11ee-b297-3b0ad9d5d6c6,45mph,1698165815147802844,,,,
6458c26e-eab9-11ee-b297-3b0ad9d5d6c6,45mph,1698165837957764219,,,,
6458c26e-eab9-11ee-b297-3b0ad9d5d6c6,45mph,1698165859010349802,,,,
6458c26e-eab9-11ee-b297-3b0ad9d5d6c6,45mph,1698165890445777252,,,,
6458c26e-eab9-11ee-b297-3b0ad9d5d6c6,40rec,1698165939893781546,,,,
6458c26e-eab9-11ee-b297-3b0ad9d5d6c6,35ahead,1698165964480134630,,,,
6458c26e-eab9-11ee-b297-3b0ad9d5d6c6,35mph,1698165972472685522,,,,
6458c26e-eab9-11ee-b297-3b0ad9d5d6c6,,1698166034198650238,,,,['TRAFFIC_LIGHT']
6458c26e-eab9-11ee-b297-3b0ad9d5d6c6,35mph,1698166066494342954,,,,
6458c26e-eab9-11ee-b297-3b0ad9d5d6c6,35mph,1698166075725582616,,,,
6458c26e-eab9-11ee-b297-3b0ad9d5d6c6,35mph,1698166112841268411,,,,
6458c26e-eab9-11ee-b297-3b0ad9d5d6c6,35mph,1698166153699339033,,,,
6458c26e-eab9-11ee-b297-3b0ad9d5d6c6,35mph,1698166172038006991,,,,
6458c26e-eab9-11ee-b297-3b0ad9d5d6c6,45mph,1698166182885673541,,,,
6458c26e-eab9-11ee-b297-3b0ad9d5d6c6,25mph,1698166200460378220,,,,
6458c26e-eab9-11ee-b297-3b0ad9d5d6c6,35mph,1698166431706238732,,,,
6458c26e-eab9-11ee-b297-3b0ad9d5d6c6,35mph,1698166477025299263,,,,
6458c26e-eab9-11ee-b297-3b0ad9d5d6c6,35mph,1698166509606257150,,,,
6458c26e-eab9-11ee-b297-3b0ad9d5d6c6,45mph,1698166528706544663,,,,
6458c26e-eab9-11ee-b297-3b0ad9d5d6c6,45mph,1698166578296730093,,,,
6458c26e-eab9-11ee-b297-3b0ad9d5d6c6,45mph,1698166636918985536,,,,
6458c26e-eab9-11ee-b297-3b0ad9d5d6c6,45mph,1698166669561673429,,,,
6458c26e-eab9-11ee-b297-3b0ad9d5d6c6,35 ahead,1698166704660538793,,,,
6458c26e-eab9-11ee-b297-3b0ad9d5d6c6,35mph,1698166716104626268,,,,
6458c26e-eab9-11ee-b297-3b0ad9d5d6c6,,1698166748476767447,,,,['RAILROAD']
