groupMetadataID,event,time,position.alt_msl,position.latitude,position.longitude,type
4d0254fc-ec73-11ee-b297-3b0ad9d5d6c6,,1703699819176286802,,,,['ROUND_ABOUT']
4d0254fc-ec73-11ee-b297-3b0ad9d5d6c6,pedestrians recognised,1703700046654732768,,,,['NOT_DISENGAGEMENT']
4d0254fc-ec73-11ee-b297-3b0ad9d5d6c6,traffic behind van at intersection,1703700076168087484,,,,['INTENTIONAL']
4d0254fc-ec73-11ee-b297-3b0ad9d5d6c6,van stopped in middle of intersection,1703700212592299887,,,,['INTENTIONAL']
4d0254fc-ec73-11ee-b297-3b0ad9d5d6c6,,1703700334246462036,,,,['RAILROAD']
4d0254fc-ec73-11ee-b297-3b0ad9d5d6c6,car stopped in front of van,1703700677900859717,,,,['INTENTIONAL']
4d0254fc-ec73-11ee-b297-3b0ad9d5d6c6,car turning left,1703700753987105255,,,,['INTENTIONAL']
4d0254fc-ec73-11ee-b297-3b0ad9d5d6c6,oncoming traffic,1703700812289569367,,,,['INTENTIONAL']
4d0254fc-ec73-11ee-b297-3b0ad9d5d6c6,steep hill leading to intersection,1703700953965754561,,,,['INTENTIONAL']
4d0254fc-ec73-11ee-b297-3b0ad9d5d6c6,,1703700963064065234,,,,['UNKNOWN']
4d0254fc-ec73-11ee-b297-3b0ad9d5d6c6,didn't detect truck pulling onto road,1703701070418092858,,,,['OTHER']
4d0254fc-ec73-11ee-b297-3b0ad9d5d6c6,,1703701343626018166,,,,['RAILROAD']
