groupMetadataID,time,cameraId,containLights,trafficLight,trafficLightDebug.distanceToStopLine
5230b9be-f083-11ee-b9b8-fb353e7798cd,1699388129068497000,CAMERA_FRONT_LONG,,,
5230b9be-f083-11ee-b9b8-fb353e7798cd,1699388129207165089,CAMERA_FRONT_LONG,,,
5230b9be-f083-11ee-b9b8-fb353e7798cd,1699388129390179218,CAMERA_FRONT_LONG,,,
5230b9be-f083-11ee-b9b8-fb353e7798cd,1699388129525892539,CAMERA_FRONT_LONG,,,
5230b9be-f083-11ee-b9b8-fb353e7798cd,1699388129656102922,CAMERA_FRONT_LONG,,,
5230b9be-f083-11ee-b9b8-fb353e7798cd,1699388130027346184,CAMERA_FRONT_LONG,,,
5230b9be-f083-11ee-b9b8-fb353e7798cd,1699388130214563098,CAMERA_FRONT_LONG,,,
5230b9be-f083-11ee-b9b8-fb353e7798cd,1699388130409051727,CAMERA_FRONT_LONG,,,
5230b9be-f083-11ee-b9b8-fb353e7798cd,1699388130548985464,CAMERA_FRONT_LONG,,,
5230b9be-f083-11ee-b9b8-fb353e7798cd,1699388130738691197,CAMERA_FRONT_LONG,,,
5230b9be-f083-11ee-b9b8-fb353e7798cd,1699388130943391503,CAMERA_FRONT_LONG,,,
5230b9be-f083-11ee-b9b8-fb353e7798cd,1699388131136277750,CAMERA_FRONT_LONG,,,
5230b9be-f083-11ee-b9b8-fb353e7798cd,1699388131282433711,CAMERA_FRONT_LONG,,,
5230b9be-f083-11ee-b9b8-fb353e7798cd,1699388131420424928,CAMERA_FRONT_LONG,,,
5230b9be-f083-11ee-b9b8-fb353e7798cd,1699388131558431934,CAMERA_FRONT_LONG,,,
5230b9be-f083-11ee-b9b8-fb353e7798cd,1699388131711260471,CAMERA_FRONT_LONG,,,
5230b9be-f083-11ee-b9b8-fb353e7798cd,1699388131865022311,CAMERA_FRONT_LONG,,,
5230b9be-f083-11ee-b9b8-fb353e7798cd,1699388132067286420,CAMERA_FRONT_LONG,,,
5230b9be-f083-11ee-b9b8-fb353e7798cd,1699388132246486340,CAMERA_FRONT_LONG,,,
5230b9be-f083-11ee-b9b8-fb353e7798cd,1699388132393273615,CAMERA_FRONT_LONG,,,
5230b9be-f083-11ee-b9b8-fb353e7798cd,1699388132585781728,CAMERA_FRONT_LONG,,,
5230b9be-f083-11ee-b9b8-fb353e7798cd,1699388132777920888,CAMERA_FRONT_LONG,,,
5230b9be-f083-11ee-b9b8-fb353e7798cd,1699388132914436884,CAMERA_FRONT_LONG,,,
5230b9be-f083-11ee-b9b8-fb353e7798cd,1699388133062664316,CAMERA_FRONT_LONG,,,
5230b9be-f083-11ee-b9b8-fb353e7798cd,1699388133215375330,CAMERA_FRONT_LONG,,,
5230b9be-f083-11ee-b9b8-fb353e7798cd,1699388133355682678,CAMERA_FRONT_LONG,,,
5230b9be-f083-11ee-b9b8-fb353e7798cd,1699388133610131670,CAMERA_FRONT_LONG,,,
5230b9be-f083-11ee-b9b8-fb353e7798cd,1699388133754394119,CAMERA_FRONT_LONG,,,
