groupMetadataID,event,time,position.alt_msl,position.latitude,position.longitude,type
721a9830-ece6-11ee-b297-3b0ad9d5d6c6,oscillation,1704992843555008210,,,,['LOCALIZATION']
721a9830-ece6-11ee-b297-3b0ad9d5d6c6,,1704992900935587853,,,,['ROUND_ABOUT']
721a9830-ece6-11ee-b297-3b0ad9d5d6c6,red light recognized as green,1704993120849015943,,,,['TRAFFIC_LIGHT']
721a9830-ece6-11ee-b297-3b0ad9d5d6c6,multiple faults while waiting at traffic light,1704993157543176067,,,,['UNKNOWN']
721a9830-ece6-11ee-b297-3b0ad9d5d6c6,multiple faults (8?),1704993219204397953,,,,['UNKNOWN']
721a9830-ece6-11ee-b297-3b0ad9d5d6c6,running in faulted state downhill,1704993241005504585,,,,
721a9830-ece6-11ee-b297-3b0ad9d5d6c6,would've hit curb at roundabout exit,1704993323192266289,,,,['ROUND_ABOUT']
721a9830-ece6-11ee-b297-3b0ad9d5d6c6,traffic too close to planned path,1704993419352476582,,,,['TRAFFIC_FAULT']
721a9830-ece6-11ee-b297-3b0ad9d5d6c6,for above comment both left and right traffic,1704993437091258356,,,,
721a9830-ece6-11ee-b297-3b0ad9d5d6c6,traffic stopped multi cars deep at red light,1704993456206065013,,,,['INTERSECTION']
721a9830-ece6-11ee-b297-3b0ad9d5d6c6,recognition flickered from red to green,1704993914520829254,,,,['TRAFFIC_LIGHT']
721a9830-ece6-11ee-b297-3b0ad9d5d6c6,,1704994089519657952,,,,['INTERSECTION']
721a9830-ece6-11ee-b297-3b0ad9d5d6c6,,1704994137371391279,,,,['UNKNOWN']
721a9830-ece6-11ee-b297-3b0ad9d5d6c6,,1704994493121210482,,,,['RAILROAD']
