groupMetadataID,vehicleID,Route,driver,operator,experimentID,other.Objective,other.MapVersion,other.Weather_Lighting,other.Weather_Precipitation,other.StackVersion,other.Weather,other.Map,other.Notes
471890c0-f0b9-11ee-b9f5-fb353e7798cd,Van1,Green,3,4,1699981669,Map Verification,V4.35,Clear,No precipitation,1.2.4,,,
6c415180-f0bd-11ee-b9fa-fb353e7798cd,Van1,Green,3,4,1699983214,Map Verification,V4.35,Clear,No precipitation,1.2.4,,,
3b6d2a5c-f0c2-11ee-ba01-fb353e7798cd,Van1,Green,3,4,1699984623,Map Verification,V4.35,Clear,No precipitation,1.2.4,,,
781c0bcc-eb21-11ee-b297-3b0ad9d5d6c6,Van1,Blue,2,4,1699990938,Single Vehicle Shadow Mode,V3,Clear,No precipitation,1.2.4,,,
593d4b54-d0a9-11ee-9435-f7e542e2436c,Van1,Blue,3,4,1699993490,Single Vehicle Shadow Mode,V3,Clear,No precipitation,1.2.4,,,
4bbe3c64-f088-11ee-b9c3-fb353e7798cd,Van1,Red,3,4,1700151609,Single Vehicle Shadow Mode,V4,Clear,No precipitation,1.2.4,,,
5c2ad8ec-f08c-11ee-b9c8-fb353e7798cd,Van1,Red,3,4,1700154305,Single Vehicle Shadow Mode,V4,Clear,No precipitation,1.2.4,,,
6c5f7416-f096-11ee-b9d4-fb353e7798cd,Van1,Red,3,4,1700157378,Single Vehicle Shadow Mode,V4,Clear,No precipitation,1.2.4,,,
ede139be-f098-11ee-b9d8-fb353e7798cd,Van1,Red,3,4,1700159117,Single Vehicle Shadow Mode,V4,Partly Cloudy,No precipitation,1.2.4,,,
dbff355c-f0a2-11ee-b9e3-fb353e7798cd,Van1,Red,3,4,1700163302,Single Vehicle Shadow Mode,V4,Clear,No precipitation,1.2.4,,,
d4b936f6-eb36-11ee-b297-3b0ad9d5d6c6,Van1,Blue,3,4,1700496073,Single Vehicle Shadow Mode,V3,Cloudy,No precipitation,1.2.4,,,
cc0299e6-eb3e-11ee-b297-3b0ad9d5d6c6,Van1,Blue,3,4,1700501626,Single Vehicle Shadow Mode,V3,Cloudy,No precipitation,1.2.4,,,
60c57e4e-eb4a-11ee-b297-3b0ad9d5d6c6,Van1,Blue,3,4,1700504139,Single Vehicle Shadow Mode,V3,Cloudy,No precipitation,1.2.4,,,
54a02cb8-eb4f-11ee-b297-3b0ad9d5d6c6,Van1,Blue,3,4,1700511459,Single Vehicle Shadow Mode,V3,Cloudy,No precipitation,1.2.4,,,
eb22edf4-f0ab-11ee-b9e9-fb353e7798cd,Van1,Red,3,4,1700582322,Single Vehicle Shadow Mode,V4,Cloudy,No precipitation,1.2.4,,,
d1d69a76-f0b5-11ee-b9f0-fb353e7798cd,Van1,Red,3,4,1700584695,Single Vehicle Shadow Mode,V4,Cloudy,Rain,1.2.4,,,
906d3c4e-f0be-11ee-b9fb-fb353e7798cd,Van1,Red,3,4,1700586898,Single Vehicle Shadow Mode,V4,Cloudy,Rain,1.2.4,,,
2bb03aaa-f0c7-11ee-ba06-fb353e7798cd,Van1,Red,3,4,1700592077,Single Vehicle Shadow Mode,V4,Cloudy,Light Rain,1.2.4,,,
a437811e-ccf4-11ee-9435-f7e542e2436c,Van2,Green,3,4,1701070980,Single Vehicle Shadow Mode,V4.45,Cloudy,No precipitation,1.2.4,,,
fe729430-f232-11ee-bb32-fb353e7798cd,Van2,Green,3,4,1701192784,Single Vehicle,V4.45,Cloudy,No precipitation,1.2.4,,,
4cf81634-f238-11ee-bb34-fb353e7798cd,Van2,Green,3,2,1701194185,Pre-deployment,V4.45,Mostly Cloudy,No precipitation,1.2.4,,,
e9a1d768-f23d-11ee-bb39-fb353e7798cd,Van2,Green,3,2,1701195386,Single Vehicle,V4.45,Mostly Cloudy,Flurries,1.2.4,,,
f8fd0fd8-f243-11ee-bb3f-fb353e7798cd,Van2,Green,3,2,1701196779,Single Vehicle,V4.45,Mostly Cloudy,No precipitation,1.2.4,,,
58d78342-f24a-11ee-bb45-fb353e7798cd,Van2,Green,3,2,1701198151,Single Vehicle,V4.45,Mostly Cloudy,No precipitation,1.2.4,,,
25135418-f250-11ee-bb4a-fb353e7798cd,Van2,Green,3,2,1701199673,Single Vehicle,V4.45,Mostly Cloudy,No precipitation,1.2.4,,,
cbdc93f4-f255-11ee-bb4e-fb353e7798cd,Van2,Green,3,2,1701203037,Single Vehicle,V4.45,Mostly Cloudy,No precipitation,1.2.4,,,
de226278-f25a-11ee-bb4e-fb353e7798cd,Van2,Green,3,2,1701204159,Single Vehicle,V4.45,Cloudy,No precipitation,1.2.4,,,
81a5a96e-f0c6-11ee-ba06-fb353e7798cd,Van1,Green,3,4,1701360201,Pre-deployment,V4.45,Clear,No precipitation,1.2.4,,,
8be24d52-f0ca-11ee-ba0a-fb353e7798cd,Van1,Green,3,4,1701363998,Pre-deployment,V4.45,Partly Cloudy,No precipitation,1.2.4,,,
ba80ba8c-f0ce-11ee-ba0d-fb353e7798cd,Van1,Green,3,4,1701366125,Pre-deployment,V4.45,Partly Cloudy,No precipitation,1.2.4,,,
240ebe64-f0d3-11ee-ba14-fb353e7798cd,Van1,Green,3,4,1701370372,Pre-deployment,V4.45,Partly Cloudy,No precipitation,1.2.4,,,
b3ee0dd8-f0d7-11ee-ba18-fb353e7798cd,Van1,Green,3,2,1701371909,Single Vehicle,V4.45,Partly Cloudy,No precipitation,1.2.4,,,
70060810-eb59-11ee-b297-3b0ad9d5d6c6,Van1,Blue,1,4,1701803039,Single Vehicle,V3,Cloudy,Light Rain,1.3.1,,,
dd72fdec-f0cf-11ee-ba0d-fb353e7798cd,Van1,Red,1,4,1701805296,Single Vehicle,V4,Cloudy,Light Rain,1.3.1,,,
211bdb36-f0da-11ee-ba1b-fb353e7798cd,Van1,Red,3,2,1701966113,Single Vehicle,V4,Clear,No precipitation,1.3.1,,,
f0eebb6a-f0dc-11ee-ba1e-fb353e7798cd,Van1,Red,3,2,1701968804,Single Vehicle,V4,Clear,No precipitation,1.3.1,,,
1f70a4f0-f0e0-11ee-ba1e-fb353e7798cd,Van1,Red,3,2,1701972261,Single Vehicle,V4,Clear,No precipitation,1.3.1,,,
f711e68e-f0e1-11ee-ba1f-fb353e7798cd,Van1,Red,3,2,1701976116,Single Vehicle,V4,Clear,No precipitation,1.3.1,,,
622bd2e8-f0e4-11ee-ba1f-fb353e7798cd,Van1,Red,3,2,1701978705,Single Vehicle,V4,Clear,No precipitation,1.3.1,,,
7d27535e-f0e6-11ee-ba21-fb353e7798cd,Van1,Red,3,4,1702313267,Single Vehicle,V4,Cloudy,No precipitation,1.3.1,,,
8dbbbf1c-f0ef-11ee-ba29-fb353e7798cd,Van1,Red,3,2,1702315919,Single Vehicle,V4,Cloudy,No precipitation,1.3.1,,,
d21965e6-f0fa-11ee-ba37-fb353e7798cd,Van1,Red,3,2,1702320124,Single Vehicle,V4,Cloudy,No precipitation,1.3.1,,,
80340ab8-d054-11ee-9435-f7e542e2436c,Van1,Blue,3,2,1702323716,Single Vehicle,V3,Cloudy,No precipitation,1.3.1,,,
171c50bc-f106-11ee-ba42-fb353e7798cd,Van1,Red,1,2,1702483621,Single Vehicle,V4,Clear,No precipitation,1.3.2,,,
de933de8-f112-11ee-ba4d-fb353e7798cd,Van1,Red,1,2,1702486677,Single Vehicle,V4,Clear,No precipitation,1.3.2,,,
fc119dfc-eb67-11ee-b297-3b0ad9d5d6c6,Van1,Blue,1,2,1702490730,Single Vehicle,V3,Partly Cloudy,No precipitation,1.3.2,,,
75f83e28-eb77-11ee-b297-3b0ad9d5d6c6,Van1,Red,3,2,1702493648,Single Vehicle,V3,Clear,No precipitation,1.3.2,,,
3343fd3c-eb87-11ee-b297-3b0ad9d5d6c6,Van1,Blue,3,2,1702919336,Single Vehicle,3,Cloudy,Flurries,1.3.3,,,
64bbe8e0-eb94-11ee-b297-3b0ad9d5d6c6,Van1,Blue,3,2,1702922788,Single Vehicle,V3,Mostly Cloudy,No precipitation,1.3.3,,,
2d35c522-eba2-11ee-b297-3b0ad9d5d6c6,Van1,Blue,3,2,1702924975,Single Vehicle,V3,Mostly Cloudy,No precipitation,1.3.3,,,
af10e22a-ebb1-11ee-b297-3b0ad9d5d6c6,Van1,Blue,3,2,1702928477,Single Vehicle,V3,Mostly Cloudy,No precipitation,1.3.3,,,
a7c98b32-ebc2-11ee-b297-3b0ad9d5d6c6,Van1,Blue,3,2,1702930497,Single Vehicle,v3,Mostly Cloudy,No precipitation,1.3.3,,,
c8f54ac0-ebd2-11ee-b297-3b0ad9d5d6c6,Van1,Blue,3,2,1703009435,Single Vehicle,V3,Cloudy,No precipitation,1.3.3,,,
c7c02bda-ebe0-11ee-b297-3b0ad9d5d6c6,Van1,Blue,3,2,1703011826,Single Vehicle,V3,Cloudy,No precipitation,1.3.3,,,
7228e03a-ebf0-11ee-b297-3b0ad9d5d6c6,Van1,Blue,3,2,1703014351,Single Vehicle,V3,Cloudy,No precipitation,1.3.3,,,
21376e38-ec01-11ee-b297-3b0ad9d5d6c6,Van1,Blue,3,2,1703017128,Single Vehicle,V3,Cloudy,No precipitation,1.3.3,,,
b224ef9c-ec10-11ee-b297-3b0ad9d5d6c6,Van1,Blue,3,2,1703607716,Single Vehicle,V3,Cloudy,No precipitation,1.3.3,,,
04151804-ec20-11ee-b297-3b0ad9d5d6c6,Van1,Blue,3,2,1703610587,Single Vehicle,V3,Cloudy,No precipitation,1.3.3,,,
5240e750-ec30-11ee-b297-3b0ad9d5d6c6,Van1,Blue,3,2,1703614799,Single Vehicle,V3,Cloudy,No precipitation,1.3.3,,,
e9d67bf2-ec35-11ee-b297-3b0ad9d5d6c6,Van1,Blue,3,5,1703617396,Single Vehicle,V3,Cloudy,No precipitation,1.3.3,,,
cb205756-ec43-11ee-b297-3b0ad9d5d6c6,Van1,Blue,3,5,1703619711,Single Vehicle,V3,Cloudy,Rain,1.3.3,,,
9189a2a8-f121-11ee-ba5b-fb353e7798cd,Van1,Red,3,2,1703622416,Single Vehicle,V4,Cloudy,Light Rain,1.3.3,,,
df8e3742-ec54-11ee-b297-3b0ad9d5d6c6,Van1,Blue,2,3,1703694198,Single Vehicle,V3,Cloudy,No precipitation,1.3.3,,,
20f0b890-ec64-11ee-b297-3b0ad9d5d6c6,Van1,Blue,3,5,1703696204,Single Vehicle,V3,Cloudy,No precipitation,1.3.3,,,
4d0254fc-ec73-11ee-b297-3b0ad9d5d6c6,Van1,Blue,3,5,1703699571,Single Vehicle,V3,Cloudy,No precipitation,1.3.3,,,
bbbd0cc6-f0dc-11ee-ba1e-fb353e7798cd,Van1,Green,3,2,1703705713,Single Vehicle,V4.45,Cloudy,No precipitation,1.3.3,,,
c9be2042-f0de-11ee-ba1e-fb353e7798cd,Van1,Green,3,2,1703706755,Single Vehicle,V4.45,Cloudy,Light Rain,1.3.3,,,
044d976e-f0e5-11ee-ba20-fb353e7798cd,Van1,Green,3,2,1703708166,Single Vehicle,V4.45,Cloudy,Light Rain,1.3.3,,,
3d2a80f0-ec81-11ee-b297-3b0ad9d5d6c6,Van1,Blue,3,2,1704388641,Single Vehicle,V3,Partly Cloudy,No precipitation,1.3.3,,,
ba28b352-ec8f-11ee-b297-3b0ad9d5d6c6,Van1,Blue,3,1,1704392147,Single Vehicle,V3,Partly Cloudy,No precipitation,1.3.3,,,
6d62da08-ec9d-11ee-b297-3b0ad9d5d6c6,Van1,Blue,3,1,1704397657,Single Vehicle,V3,Partly Cloudy,No precipitation,1.3.3,,,
71a18322-ecab-11ee-b297-3b0ad9d5d6c6,Van1,Blue,3,1,1704400698,Single Vehicle,V3,Partly Cloudy,No precipitation,1.3.3,,,
25d3bdc8-ecbc-11ee-b297-3b0ad9d5d6c6,Van1,Blue,3,2,1704478339,Single Vehicle,V3,Partly Cloudy,No precipitation,1.3.3,,,
3441fc36-ecca-11ee-b297-3b0ad9d5d6c6,Van1,Blue,3,2,1704481104,Single Vehicle,V3,Partly Cloudy,No precipitation,1.3.3,,,
326699c2-ecd8-11ee-b297-3b0ad9d5d6c6,Van1,Blue,3,1,1704485004,Single Vehicle,V3,Partly Cloudy,No precipitation,1.3.3,,,
f9c5e53e-f0ea-11ee-ba28-fb353e7798cd,Van1,Green,3,2,1704816453,Single Vehicle,V4.45,Cloudy,Light Rain,1.3.3,,,
fa9cba86-f0f0-11ee-ba2a-fb353e7798cd,Van1,Green,3,2,1704819494,Single Vehicle,V4.45,Cloudy,Rain,1.3.3,,,
53fad09e-f0f7-11ee-ba2f-fb353e7798cd,Van1,Green,3,2,1704820960,Single Vehicle,V4.45,Cloudy,Rain,1.3.3,,,
a901fe40-f0fd-11ee-ba39-fb353e7798cd,Van1,Green,3,5,1704822214,Single Vehicle,V4.45,Cloudy,Rain,1.3.3,,,
961fd9cc-f103-11ee-ba3f-fb353e7798cd,Van1,Green,3,5,1704824055,Single Vehicle,V4.45,Cloudy,Rain,1.3.3,,,
bb4d37d4-f109-11ee-ba46-fb353e7798cd,Van1,Green,3,5,1704825423,Single Vehicle,V4.45,Cloudy,Rain,1.3.3,,,
de493be2-f10f-11ee-ba4b-fb353e7798cd,Van1,Green,3,5,1704826706,Multi-vehicle,V4.45,Cloudy,Rain,1.3.3,,,
721a9830-ece6-11ee-b297-3b0ad9d5d6c6,Van1,Blue,3,2,1704992559,Single Vehicle,V3,Partly Cloudy,No precipitation,1.3.3,,,
acd71bc0-ecf4-11ee-9385-ef789ffde1d3,Van1,Blue,3,5,1704995743,Single Vehicle,V3,Clear,No precipitation,1.3.3,,,
d62ee6e8-ed02-11ee-9385-ef789ffde1d3,Van1,Blue,3,5,1704998893,Single Vehicle,V3,Clear,No precipitation,1.3.3,,,
f755cf60-f132-11ee-ba6d-fb353e7798cd,Van1,Red,3,5,1705002245,Single Vehicle,V4,Clear,No precipitation,1.3.3,,,
9798fe24-f143-11ee-ba78-fb353e7798cd,Van1,Red,3,2,1705597804,Single Vehicle,V4,Cloudy,No precipitation,1.3.3,,,
35518ec4-f153-11ee-ba88-fb353e7798cd,Van1,Red,3,2,1705601263,Single Vehicle,V4,Cloudy,No precipitation,1.3.3,,,
ecebb942-f162-11ee-ba97-fb353e7798cd,Van1,Red,3,2,1705604430,Single Vehicle,V4,Cloudy,No precipitation,1.3.3,,,
1ee938a2-f172-11ee-baa6-fb353e7798cd,Van1,Red,3,2,1705607337,Single Vehicle,V4,Cloudy,No precipitation,1.3.3,,,
d846a080-f115-11ee-ba51-fb353e7798cd,Van1,Green,3,0,1705940333,Single Vehicle,V4.45,Mostly Cloudy,No precipitation,1.3.3,,,
d454c586-f11c-11ee-ba55-fb353e7798cd,Van1,Green,3,0,1705941565,Single Vehicle,V4.45,Mostly Cloudy,No precipitation,1.3.3,,,
dea29156-f123-11ee-ba5d-fb353e7798cd,Van1,Green,3,0,1705943004,Single Vehicle,V4.45,Mostly Cloudy,No precipitation,1.3.3,,,
7e3d64da-f12d-11ee-ba68-fb353e7798cd,Van1,Green,3,0,1705944425,Single Vehicle,V4.45,Partly Cloudy,No precipitation,1.3.3,,,
848e44a6-f134-11ee-ba6d-fb353e7798cd,Van1,Green,3,0,1705947271,Single Vehicle,V4.45,Partly Cloudy,No precipitation,1.3.3,,,
a253145a-d2a6-11ee-b437-336917683bb8,OUPacifica,,2,,38,,,,,,"40 F, partly cloudly, dry roads",ohio_athens_blue_v4a,"delayed path on courtstreet, fixed on west union"
787d9684-d2c2-11ee-b437-336917683bb8,OUPacifica,,2,,39,,,,,,"40 F, partly cloudly, dry roads",ohio_athens_blue_v4a,Court street cars parked too close to van path causing takovers
38ac9526-f182-11ee-bab0-fb353e7798cd,Van1,Red,3,1,1706034392,Multi-vehicle (This Shadow-Mode),V4,Cloudy,Light Rain,1.3.3,,,
6f5b3612-f18d-11ee-bab8-fb353e7798cd,Van1,Red,3,1,1706036892,Multi-vehicle (This Shadow-Mode),V4,Cloudy,Light Rain,1.3.3,,,
d24820c8-f197-11ee-babe-fb353e7798cd,Van1,Red,3,1,1706039562,Multi-vehicle (This Auto-Mode),V4,Cloudy,Light Rain,1.3.3,,,
606347dc-ed12-11ee-9385-ef789ffde1d3,Van1,Blue,3,2,1706202501,Single Vehicle Shadow-Mode,V3,Cloudy,Light Rain,1.3.3,,,
6f887868-ed21-11ee-9385-ef789ffde1d3,Van1,Blue,3,3,1706207953,Single Vehicle Shadow-Mode,V3,Cloudy,Light Rain,1.3.3,,,
5c7a9ab2-f13b-11ee-ba72-fb353e7798cd,Van1,Green,3,2,1706214692,Single Vehicle,V4.45,Cloudy,Light Rain,1.3.3,,,
9830d896-d2dc-11ee-b437-336917683bb8,OUPacifica,,2,,40,,,,,,"57 F, cloudy, dry roads",ohio_athens_blue_v4a,"takeover on courtstreet due to car parallel parking, construction on west union"
286c70cc-d2f7-11ee-b437-336917683bb8,OUPacifica,,2,,41,,,,,,"57 F, cloudy, dry roads",ohio_athens_blue_v4a,"takeover on courtstreet due exiting parked car, construction on west union"
bf518644-f1a6-11ee-bac9-fb353e7798cd,Van1,Red,3,2,1706545355,Single Vehicle Shadow-Mode,V4,Cloudy,No precipitation,1.3.3,,,
3950298e-f1b4-11ee-bad3-fb353e7798cd,Van1,Red,3,2,1706548054,Single Vehicle Shadow-Mode,V4,Cloudy,No precipitation,1.3.3,,,
cccc7d32-f1c0-11ee-bada-fb353e7798cd,Van1,Red,3,2,1706550569,Single Vehicle Shadow-Mode,V4,Cloudy,No precipitation,1.3.3,,,
a6895b74-f1cd-11ee-bae2-fb353e7798cd,Van1,Red,3,2,1706553667,Single Vehicle Shadow-Mode,V4,Cloudy,No precipitation,1.3.3,,,
61b4e416-f1da-11ee-bae8-fb353e7798cd,Van1,Red,3,2,1706556253,Single Vehicle Shadow-Mode,V4,Cloudy,No precipitation,1.3.3,,,
fc1e1b6a-f1e6-11ee-baf6-fb353e7798cd,Van1,Red,3,2,1706557888,Single Vehicle Shadow-Mode,V4,Cloudy,No precipitation,1.3.3,,,
a231c0b0-f142-11ee-ba76-fb353e7798cd,Van1,Green,3,2,1706628644,Single Vehicle,V4.45,Cloudy,No precipitation,1.3.3,,,
8e5c4fc2-f149-11ee-ba7f-fb353e7798cd,Van1,Green,3,5,1706630134,Single Vehicle,V4.45,Cloudy,No precipitation,1.3.3,,,
73bc30cc-f150-11ee-ba84-fb353e7798cd,Van1,Green,3,5,1706631389,Single Vehicle,V4.45,Cloudy,No precipitation,1.3.3,,,
4c88757c-f157-11ee-ba89-fb353e7798cd,Van1,Green,3,5,1706632676,Single Vehicle,V4.45,Cloudy,No precipitation,1.3.3,,,
f570c51c-f15d-11ee-ba91-fb353e7798cd,Van1,Green,3,5,1706633907,Single Vehicle,V4.45,Cloudy,No precipitation,1.3.3,,,
d7cb9c92-f164-11ee-ba97-fb353e7798cd,Van1,Green,3,5,1706635174,Single Vehicle,V4.45,Cloudy,No precipitation,1.3.3,,,
bf9157f0-f16b-11ee-ba9e-fb353e7798cd,Van1,Green,3,5,1706636440,Single Vehicle,V4.45,Cloudy,No precipitation,1.3.3,,,
9df14b4e-f172-11ee-baa6-fb353e7798cd,Van1,Green,3,5,1706637801,Single Vehicle,V4.45,Cloudy,No precipitation,1.3.3,,,
c59a54e0-f179-11ee-baab-fb353e7798cd,Van1,Green,3,5,1706639125,Single Vehicle,V4.45,Cloudy,No precipitation,1.3.3,,,
c14299be-f180-11ee-bab0-fb353e7798cd,Van1,Green,3,5,1706640013,Single Vehicle,V4.45,Cloudy,No precipitation,1.3.3,,,
b82476fe-f1f3-11ee-baff-fb353e7798cd,Van1,Red,3,2,1706801495,Single Vehicle,V4,Clear,No precipitation,1.3.3,,,
286e019a-f204-11ee-bb07-fb353e7798cd,Van1,Red,3,5,1706804718,Single Vehicle,V4,Clear,No precipitation,1.3.3,,,
84d96f18-f214-11ee-bb13-fb353e7798cd,Van1,Red,3,5,1706807891,Single Vehicle,V4,Clear,No precipitation,1.3.3,,,
88dd6fbe-f224-11ee-bb21-fb353e7798cd,Van1,Red,3,5,1706812641,Single Vehicle,V4,Clear,No precipitation,1.3.3,,,
61b12e7a-f234-11ee-bb33-fb353e7798cd,Van1,Red,3,5,1706815415,Single Vehicle,V4,Clear,No precipitation,1.3.3,,,
64737d98-d312-11ee-b437-336917683bb8,OUPacifica,,2,,42,,,,,,"49 F, mostly cloudy, dry roads",ohio_athens_blue_v4a,"planning error for first quarter of run 'No reference line', planning error cleared at stoplight by railroad"
5f6573ba-ed2f-11ee-9385-ef789ffde1d3,Van1,Blue,3,2,1707236839,Multi-vehicle (This Auto-Mode),V3,Clear,No precipitation,1.3.3,,,
7cbd932e-f244-11ee-bb3f-fb353e7798cd,Van1,Red,3,2,1707248494,Multi-vehicle,V4,Clear,No precipitation,1.3.3,,,
cf831f42-f353-11ee-bb4e-fb353e7798cd,Van1,Red,3,2,1707412240,Single Vehicle,V4,Partly Cloudy,No precipitation,1.3.3,,,
43a1a35e-f362-11ee-bb4e-fb353e7798cd,Van1,Red,3,2,1707415174,Single Vehicle,V4,Partly Cloudy,No precipitation,1.3.3,,,
bfde2aec-f370-11ee-bb4e-fb353e7798cd,Van1,Red,3,2,1707418071,Multi-vehicle (This Shadow-Mode),V4,Partly Cloudy,No precipitation,1.3.3,,,
0b72a836-f37e-11ee-bb4e-fb353e7798cd,Van1,Red,3,2,1707420345,Multi-vehicle (This Shadow-Mode),V4,Partly Cloudy,No precipitation,1.3.3,,,
662741a4-f38a-11ee-bb4e-fb353e7798cd,Van1,Red,3,2,1707422085,Multi-vehicle (This Shadow-Mode),V4,Partly Cloudy,No precipitation,1.3.3,,,
65cfbfd6-f396-11ee-bb4e-fb353e7798cd,Van1,Red,1,2,1708011504,Single Vehicle,V4,Partly Cloudy,No precipitation,1.3.3,,,
c25271be-f3a4-11ee-bb4e-fb353e7798cd,Van1,Red,1,5,1708015127,Multi-vehicle (This Auto-Mode),V4,Partly Cloudy,No precipitation,1.3.3,,,
868de15e-f3b3-11ee-bb4e-fb353e7798cd,Van1,Red,1,5,1708024622,Single Vehicle,V4,Cloudy,Light Rain,1.3.3,,,
9736e77c-f187-11ee-bab6-fb353e7798cd,Van1,Green,3,2,1708445941,Single Vehicle,V4.45,Clear,No precipitation,1.3.3,,,
c4fca7bc-f18e-11ee-bab8-fb353e7798cd,Van1,Green,3,2,1708447851,Single Vehicle,V4.45,Clear,No precipitation,1.3.3,,,
5774dcde-f196-11ee-babe-fb353e7798cd,Van1,Green,3,2,1708450169,Single Vehicle,V4.45,Clear,No precipitation,1.3.3,,,
51b74168-f19d-11ee-babf-fb353e7798cd,Van1,Green,3,2,1708452357,Single Vehicle,V4.45,Clear,No precipitation,1.3.3,,,
98692fde-f1a4-11ee-bac6-fb353e7798cd,Van1,Green,3,2,1708454084,Single Vehicle,V4.45,Clear,No precipitation,1.3.3,,,
5fc763f6-f1ab-11ee-bacd-fb353e7798cd,Van1,Green,3,2,1708455263,Single Vehicle,V4.45,Clear,No precipitation,1.3.3,,,
99b9f446-f1b2-11ee-bad3-fb353e7798cd,Van1,Green,3,2,1708456586,Single Vehicle,V4.45,Clear,No precipitation,1.3.3,,,
870cfd32-f1b9-11ee-bad5-fb353e7798cd,Van1,Green,3,2,1708458029,Single Vehicle,V4.45,Clear,No precipitation,1.3.3,,,
f12112ba-f1c0-11ee-bada-fb353e7798cd,Van1,Green,3,2,1708459148,Single Vehicle,V4.45,Clear,No precipitation,1.3.3,,,
5f7ce340-f1c8-11ee-bae0-fb353e7798cd,Van1,Green,3,2,1708460545,Single Vehicle,V4.45,Clear,No precipitation,1.3.3,,,
f0bcec4e-ed3e-11ee-9385-ef789ffde1d3,Van1,Blue,3,2,1708621747,Single Vehicle,V3,Cloudy,No precipitation,1.3.3,,,
3344a3c0-f502-11ee-8afa-cb629b0d53e6,Van1,Red,3,2,1708625632,Single Vehicle,V4,Cloudy,Rain,1.3.3,,,
96ceec56-f1cf-11ee-bae4-fb353e7798cd,Van1,Green,3,2,1708631926,Single Vehicle,V4.45,Cloudy,Rain,1.3.3,,,
3ed4aa16-f1d6-11ee-bae6-fb353e7798cd,Van1,Green,3,2,1708633244,Single Vehicle,V4.45,Cloudy,Rain,1.3.3,,,
236836f6-f1dd-11ee-bae8-fb353e7798cd,Van1,Green,3,2,1708634226,Single Vehicle,V4.45,Cloudy,Rain,1.3.3,,,
1c74d294-f1e4-11ee-baf0-fb353e7798cd,Van1,Green,3,2,1708635122,Single Vehicle,V4.45,Cloudy,Rain,1.3.3,,,
