groupMetadataID,vehicleID,Route,driver,operator,experimentID,other.Objective,other.MapVersion,other.Weather_Lighting,other.Weather_Precipitation,other.StackVersion,other.Weather,other.Map,other.Notes
079f0d30-eb09-11ee-b297-3b0ad9d5d6c6,Van1,Blue,3,2,1699373131,Single Vehicle Shadow Mode,V3,Mostly Cloudy,No precipitation,1.2.4,,,
bcf44e58-eb0d-11ee-b297-3b0ad9d5d6c6,Van1,Blue,3,2,1699377156,Single Vehicle Shadow Mode,V3,Mostly Cloudy,No precipitation,1.2.4,,,
e9e14d3a-eb17-11ee-b297-3b0ad9d5d6c6,Van1,Blue,3,2,1699379931,Single Vehicle Shadow Mode,V3,Partly Cloudy,No precipitation,1.2.4,,,
599673dc-f070-11ee-b9a9-fb353e7798cd,Van1,Red,3,2,1699382954,Single Vehicle Shadow Mode,V4,Clear,No precipitation,1.2.4,,,
26af7004-f07a-11ee-b9b2-fb353e7798cd,Van1,Red,3,2,1699385598,Single Vehicle Shadow Mode,V4,Clear,No precipitation,1.2.4,,,
5230b9be-f083-11ee-b9b8-fb353e7798cd,Van1,Red,3,2,1699388000,Single Vehicle Shadow Mode,V4,Clear,No precipitation,1.2.4,,,
31b48540-f09b-11ee-b9da-fb353e7798cd,Van1,Green,3,2,1699545317,Single Vehicle Shadow Mode,V4.45,Mostly Cloudy,No precipitation,1.2.4,,,
2c8690b4-f09f-11ee-b9de-fb353e7798cd,Van1,Green,3,2,1699546813,Single Vehicle Shadow Mode,V4.45,Mostly Cloudy,No precipitation,1.2.4,,,
00ff88b6-f0a3-11ee-b9e3-fb353e7798cd,Van1,Green,3,2,1699548107,Single Vehicle Shadow Mode,V4.45,Mostly Cloudy,No precipitation,1.2.4,,,
900701bc-f0a6-11ee-b9e4-fb353e7798cd,Van1,Green,3,2,1699549402,Single Vehicle Shadow Mode,V4.45,Partly Cloudy,No precipitation,1.2.4,,,
41cd65b4-f0aa-11ee-b9e8-fb353e7798cd,Van1,Green,3,2,1699550517,Single Vehicle Shadow Mode,V4.45,Partly Cloudy,No precipitation,1.2.4,,,
b2bfb60c-f0ad-11ee-b9ea-fb353e7798cd,Van1,Green,3,2,1699555006,Single Vehicle Shadow Mode,V4.45,Partly Cloudy,No precipitation,1.2.4,,,
7aa336e6-f0b1-11ee-b9ed-fb353e7798cd,Van1,Green,3,2,1699556353,Single Vehicle Shadow Mode,V4.45,Partly Cloudy,No precipitation,1.2.4,,,
56b8baa4-f0b5-11ee-b9f0-fb353e7798cd,Van1,Green,3,2,1699557214,Single Vehicle Shadow Mode,V4.45,Partly Cloudy,No precipitation,1.2.4,,,
