count,groupMetadataID,start_time,end_time,nummsgs,filebase,folder,vehilceID,experimentID,isOneMode
94,5fcc4fd8-ea71-11ee-b297-3b0ad9d5d6c6,1.69532e+18,1.69532e+18,1692946,/Deployment_2_SEOhio/Blue Route/TRCVan1/1695321688/20230921144243.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1695321688/20230921144243.record.00000,Van1,1695321688,False
97,d1d090d4-ea7c-11ee-b297-3b0ad9d5d6c6,1.69591e+18,1.69591e+18,1667613,/Deployment_2_SEOhio/Blue Route/TRCVan1/1695912038/20230928104427.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1695912038/20230928104427.record.00000,Van1,1695912038,False
98,36663b02-ea87-11ee-b297-3b0ad9d5d6c6,1.69592e+18,1.69592e+18,1539508,/Deployment_2_SEOhio/Blue Route/TRCVan1/1695917620/20230928121855.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1695917620/20230928121855.record.00000,Van1,1695917620,False
99,04115e66-ea91-11ee-b297-3b0ad9d5d6c6,1.69592e+18,1.69592e+18,1084824,/Deployment_2_SEOhio/Blue Route/TRCVan1/1695921887/20230928132657.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1695921887/20230928132657.record.00000,Van1,1695921887,False
101,0f4f0a06-ea98-11ee-b297-3b0ad9d5d6c6,1.69593e+18,1.69593e+18,1760571,/Deployment_2_SEOhio/Blue Route/TRCVan1/1695928123/20230928151114.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1695928123/20230928151114.record.00000,Van1,1695928123,False
104,3151e9e2-eff3-11ee-b966-fb353e7798cd,1.69634e+18,1.69635e+18,881750,/Deployment_2_SEOhio/RedRoute/TRCVan1/1696344843/20231003105550.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1696344843/20231003105550.record.00000,Van1,1696344843,False
105,f41cbd44-eff8-11ee-b966-fb353e7798cd,1.69635e+18,1.69635e+18,791033,/Deployment_2_SEOhio/RedRoute/TRCVan1/1696349012/20231003120619.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1696349012/20231003120619.record.00000,Van1,1696349012,False
106,5a4bccf4-effe-11ee-b966-fb353e7798cd,1.69635e+18,1.69635e+18,1649945,/Deployment_2_SEOhio/RedRoute/TRCVan1/1696352389/20231003130554.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1696352389/20231003130554.record.00000,Van1,1696352389,False
107,2f95c748-f009-11ee-b966-fb353e7798cd,1.69636e+18,1.69636e+18,1624953,/Deployment_2_SEOhio/RedRoute/TRCVan1/1696354925/20231003134503.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1696354925/20231003134503.record.00000,Van1,1696354925,False
108,fcc6fcd2-f013-11ee-b966-fb353e7798cd,1.69636e+18,1.69636e+18,1658220,/Deployment_2_SEOhio/RedRoute/TRCVan1/1696357557/20231003142915.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1696357557/20231003142915.record.00000,Van1,1696357557,False
110,14b6bc9c-f064-11ee-b998-fb353e7798cd,1.69651e+18,1.69651e+18,780803,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1696513206/20231005094602.record.00000,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1696513206/20231005094602.record.00000,Van1,1696513206,False
111,25e27b86-f06a-11ee-b9a3-fb353e7798cd,1.69652e+18,1.69652e+18,733768,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1696516109/20231005103035.record.00000,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1696516109/20231005103035.record.00000,Van1,1696516109,False
112,c2f54552-f06f-11ee-b9a9-fb353e7798cd,1.69652e+18,1.69652e+18,716970,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1696517463/20231005105301.record.00000,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1696517463/20231005105301.record.00000,Van1,1696517463,False
113,c4146d46-f074-11ee-b9ac-fb353e7798cd,1.69653e+18,1.69653e+18,729358,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1696527185/20231005133640.record.00000,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1696527185/20231005133640.record.00000,Van1,1696527185,False
114,c1b320e2-f079-11ee-b9b0-fb353e7798cd,1.69653e+18,1.69653e+18,734423,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1696528998/20231005140613.record.00000,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1696528998/20231005140613.record.00000,Van1,1696528998,False
116,ba87f3ec-f07e-11ee-b9b4-fb353e7798cd,1.69653e+18,1.69653e+18,1009757,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1696532836/20231005151017.record.00000,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1696532836/20231005151017.record.00000,Van1,1696532836,False
120,cf6fdf3a-eaa3-11ee-b297-3b0ad9d5d6c6,1.69696e+18,1.69696e+18,1696256,/Deployment_2_SEOhio/Blue Route/TRCVan1/1696956495/20231010125131.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1696956495/20231010125131.record.00000,Van1,1696956495,False
121,f43b6a70-f01e-11ee-b966-fb353e7798cd,1.69696e+18,1.69696e+18,1670355,/Deployment_2_SEOhio/RedRoute/TRCVan1/1696959404/20231010133914.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1696959404/20231010133914.record.00000,Van1,1696959404,False
122,457dc5ee-f02a-11ee-b966-fb353e7798cd,1.69696e+18,1.69696e+18,1659407,/Deployment_2_SEOhio/RedRoute/TRCVan1/1696962630/20231010143258.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1696962630/20231010143258.record.00000,Van1,1696962630,False
139,621c07b8-eaaf-11ee-b297-3b0ad9d5d6c6,1.69816e+18,1.69816e+18,1546626,/Deployment_2_SEOhio/Blue Route/TRCVan1/1698160509/20231024112559.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1698160509/20231024112559.record.00000,Van1,1698160509,True
140,6458c26e-eab9-11ee-b297-3b0ad9d5d6c6,1.69816e+18,1.69817e+18,1635268,/Deployment_2_SEOhio/Blue Route/TRCVan1/1698164674/20231024122917.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1698164674/20231024122917.record.00000,Van1,1698164674,True
141,81acf35c-eac4-11ee-b297-3b0ad9d5d6c6,1.69817e+18,1.69817e+18,1575979,/Deployment_2_SEOhio/Blue Route/TRCVan1/1698167491/20231024131527.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1698167491/20231024131527.record.00000,Van1,1698167491,True
142,baec243e-eacf-11ee-b297-3b0ad9d5d6c6,1.69817e+18,1.69817e+18,1594106,/Deployment_2_SEOhio/Blue Route/TRCVan1/1698169490/20231024135806.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1698169490/20231024135806.record.00000,Van1,1698169490,True
145,787f70da-f036-11ee-b966-fb353e7798cd,1.69833e+18,1.69834e+18,1403611,/Deployment_2_SEOhio/RedRoute/TRCVan1/1698334427/20231026113811.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1698334427/20231026113811.record.00000,Van1,1698334427,True
146,6daff50c-f041-11ee-b972-fb353e7798cd,1.69834e+18,1.69834e+18,1260025,/Deployment_2_SEOhio/RedRoute/TRCVan1/1698336678/20231026121914.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1698336678/20231026121914.record.00000,Van1,1698336678,True
147,23a7aa3e-f048-11ee-b97d-fb353e7798cd,1.69834e+18,1.69834e+18,1308288,/Deployment_2_SEOhio/RedRoute/TRCVan1/1698339871/20231026130859.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1698339871/20231026130859.record.00000,Van1,1698339871,True
148,ef63db62-f051-11ee-b986-fb353e7798cd,1.69834e+18,1.69834e+18,1387752,/Deployment_2_SEOhio/RedRoute/TRCVan1/1698341985/20231026134501.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1698341985/20231026134501.record.00000,Van1,1698341985,True
149,48021fe0-f05c-11ee-b992-fb353e7798cd,1.69834e+18,1.69835e+18,1396272,/Deployment_2_SEOhio/RedRoute/TRCVan1/1698344425/20231026142225.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1698344425/20231026142225.record.00000,Van1,1698344425,True
152,05d0240e-eadb-11ee-b297-3b0ad9d5d6c6,1.69877e+18,1.69877e+18,1452437,/Deployment_2_SEOhio/Blue Route/TRCVan1/1698766201/20231031113420.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1698766201/20231031113420.record.00000,Van1,1698766201,True
153,d54c11ca-eae5-11ee-b297-3b0ad9d5d6c6,1.69877e+18,1.69877e+18,1457171,/Deployment_2_SEOhio/Blue Route/TRCVan1/1698770052/20231031123713.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1698770052/20231031123713.record.00000,Van1,1698770052,True
154,23765aa8-eaf1-11ee-b297-3b0ad9d5d6c6,1.69877e+18,1.69878e+18,1887906,/Deployment_2_SEOhio/Blue Route/TRCVan1/1698773934/20231031134105.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1698773934/20231031134105.record.00000,Van1,1698773934,True
155,f93290be-eafe-11ee-b297-3b0ad9d5d6c6,1.69878e+18,1.69878e+18,1414731,/Deployment_2_SEOhio/Blue Route/TRCVan1/1698778736/20231031150232.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1698778736/20231031150232.record.00000,Van1,1698778736,True
156,bb52690a-f066-11ee-b99e-fb353e7798cd,1.69878e+18,1.69878e+18,1332082,/Deployment_2_SEOhio/RedRoute/TRCVan1/1698781194/20231031154315.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1698781194/20231031154315.record.00000,Van1,1698781194,True
157,879e3fa2-f085-11ee-b9bd-fb353e7798cd,1.69894e+18,1.69894e+18,635113,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1698939039/20231102113834.record.00000,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1698939039/20231102113834.record.00000,Van1,1698939039,True
158,a2ed8b42-f089-11ee-b9c3-fb353e7798cd,1.69894e+18,1.69894e+18,611346,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1698940788/20231102120203.record.00000,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1698940788/20231102120203.record.00000,Van1,1698940788,True
159,b6227b56-f08d-11ee-b9c9-fb353e7798cd,1.69894e+18,1.69894e+18,601443,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1698942399/20231102123149.record.00000,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1698942399/20231102123149.record.00000,Van1,1698942399,True
160,d1a3a310-f091-11ee-b9ce-fb353e7798cd,1.69894e+18,1.69894e+18,104741,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1698944496/20231102130438.record.00000,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1698944496/20231102130438.record.00000,Van1,1698944496,False
161,878e1a02-f092-11ee-b9cf-fb353e7798cd,1.69895e+18,1.69895e+18,644520,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1698945333/20231102131747.record.00000,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1698945333/20231102131747.record.00000,Van1,1698945333,True
162,e640cf0a-f096-11ee-b9d5-fb353e7798cd,1.69895e+18,1.69895e+18,640791,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1698949425/20231102142217.record.00000,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1698949425/20231102142217.record.00000,Van1,1698949425,True
163,079f0d30-eb09-11ee-b297-3b0ad9d5d6c6,1.69937e+18,1.69937e+18,711017,/Deployment_2_SEOhio/Blue Route/TRCVan1/1699373131/20231107111450.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1699373131/20231107111450.record.00000,Van1,1699373131,True
164,bcf44e58-eb0d-11ee-b297-3b0ad9d5d6c6,1.69938e+18,1.69938e+18,1595483,/Deployment_2_SEOhio/Blue Route/TRCVan1/1699377156/20231107121606.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1699377156/20231107121606.record.00000,Van1,1699377156,True
165,e9e14d3a-eb17-11ee-b297-3b0ad9d5d6c6,1.69938e+18,1.69938e+18,1490185,/Deployment_2_SEOhio/Blue Route/TRCVan1/1699379931/20231107130310.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1699379931/20231107130310.record.00000,Van1,1699379931,True
166,599673dc-f070-11ee-b9a9-fb353e7798cd,1.69938e+18,1.69939e+18,1419466,/Deployment_2_SEOhio/RedRoute/TRCVan1/1699382954/20231107135758.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1699382954/20231107135758.record.00000,Van1,1699382954,True
167,26af7004-f07a-11ee-b9b2-fb353e7798cd,1.69939e+18,1.69939e+18,1362300,/Deployment_2_SEOhio/RedRoute/TRCVan1/1699385598/20231107143718.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1699385598/20231107143718.record.00000,Van1,1699385598,True
168,5230b9be-f083-11ee-b9b8-fb353e7798cd,1.69939e+18,1.69939e+18,682381,/Deployment_2_SEOhio/RedRoute/TRCVan1/1699388000/20231107151528.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1699388000/20231107151528.record.00000,Van1,1699388000,True
169,31b48540-f09b-11ee-b9da-fb353e7798cd,1.69955e+18,1.69955e+18,610629,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1699545317/20231109110040.record.00000,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1699545317/20231109110040.record.00000,Van1,1699545317,True
170,2c8690b4-f09f-11ee-b9de-fb353e7798cd,1.69955e+18,1.69955e+18,573256,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1699546813/20231109112244.record.00000,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1699546813/20231109112244.record.00000,Van1,1699546813,True
171,00ff88b6-f0a3-11ee-b9e3-fb353e7798cd,1.69955e+18,1.69955e+18,553148,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1699548107/20231109114602.record.00000,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1699548107/20231109114602.record.00000,Van1,1699548107,True
172,900701bc-f0a6-11ee-b9e4-fb353e7798cd,1.69955e+18,1.69955e+18,561346,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1699549402/20231109120510.record.00000,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1699549402/20231109120510.record.00000,Van1,1699549402,True
173,41cd65b4-f0aa-11ee-b9e8-fb353e7798cd,1.69955e+18,1.69955e+18,544880,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1699550517/20231109122347.record.00000,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1699550517/20231109122347.record.00000,Van1,1699550517,True
174,b2bfb60c-f0ad-11ee-b9ea-fb353e7798cd,1.69956e+18,1.69956e+18,584208,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1699555006/20231109133822.record.00000,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1699555006/20231109133822.record.00000,Van1,1699555006,True
175,7aa336e6-f0b1-11ee-b9ed-fb353e7798cd,1.69956e+18,1.69956e+18,588638,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1699556353/20231109140133.record.00000,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1699556353/20231109140133.record.00000,Van1,1699556353,True
176,56b8baa4-f0b5-11ee-b9f0-fb353e7798cd,1.69956e+18,1.69956e+18,586081,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1699557214/20231109141440.record.00000,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1699557214/20231109141440.record.00000,Van1,1699557214,True
177,471890c0-f0b9-11ee-b9f5-fb353e7798cd,1.69998e+18,1.69998e+18,643424,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1699981669/20231114121040.record.00000,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1699981669/20231114121040.record.00000,Van1,1699981669,True
178,6c415180-f0bd-11ee-b9fa-fb353e7798cd,1.69998e+18,1.69998e+18,750482,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1699983214/20231114123548.record.00000,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1699983214/20231114123548.record.00000,Van1,1699983214,True
179,3b6d2a5c-f0c2-11ee-ba01-fb353e7798cd,1.69998e+18,1.69999e+18,661440,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1699984623/20231114130142.record.00000,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1699984623/20231114130142.record.00000,Van1,1699984623,True
180,781c0bcc-eb21-11ee-b297-3b0ad9d5d6c6,1.69999e+18,1.69999e+18,1491010,/Deployment_2_SEOhio/Blue Route/TRCVan1/1699990938/20231114144739.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1699990938/20231114144739.record.00000,Van1,1699990938,True
181,593d4b54-d0a9-11ee-9435-f7e542e2436c,1.69999e+18,1.7e+18,1756748,/Deployment_2_SEOhio/Blue Route/TRCVan1/1699993490/20231114152701.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1699993490/20231114152701.record.00000,Van1,1699993490,True
182,4bbe3c64-f088-11ee-b9c3-fb353e7798cd,1.70015e+18,1.70015e+18,607638,/Deployment_2_SEOhio/RedRoute/TRCVan1/1700151609/20231116112402.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1700151609/20231116112402.record.00000,Van1,1700151609,True
183,5c2ad8ec-f08c-11ee-b9c8-fb353e7798cd,1.70015e+18,1.70016e+18,1450588,/Deployment_2_SEOhio/RedRoute/TRCVan1/1700154305/20231116120910.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1700154305/20231116120910.record.00000,Van1,1700154305,True
184,6c5f7416-f096-11ee-b9d4-fb353e7798cd,1.70016e+18,1.70016e+18,349139,/Deployment_2_SEOhio/RedRoute/TRCVan1/1700157378/20231116130006.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1700157378/20231116130006.record.00000,Van1,1700157378,True
185,ede139be-f098-11ee-b9d8-fb353e7798cd,1.70016e+18,1.70016e+18,1413248,/Deployment_2_SEOhio/RedRoute/TRCVan1/1700159117/20231116132717.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1700159117/20231116132717.record.00000,Van1,1700159117,True
186,dbff355c-f0a2-11ee-b9e3-fb353e7798cd,1.70016e+18,1.70016e+18,1379263,/Deployment_2_SEOhio/RedRoute/TRCVan1/1700163302/20231116143619.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1700163302/20231116143619.record.00000,Van1,1700163302,True
187,d4b936f6-eb36-11ee-b297-3b0ad9d5d6c6,1.7005e+18,1.7005e+18,1266107,/Deployment_2_SEOhio/Blue Route/TRCVan1/1700496073/20231120110411.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1700496073/20231120110411.record.00000,Van1,1700496073,True
188,cc0299e6-eb3e-11ee-b297-3b0ad9d5d6c6,1.7005e+18,1.7005e+18,1780666,/Deployment_2_SEOhio/Blue Route/TRCVan1/1700501626/20231120123540.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1700501626/20231120123540.record.00000,Van1,1700501626,True
189,60c57e4e-eb4a-11ee-b297-3b0ad9d5d6c6,1.7005e+18,1.70051e+18,776694,/Deployment_2_SEOhio/Blue Route/TRCVan1/1700504139/20231120132605.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1700504139/20231120132605.record.00000,Van1,1700504139,True
190,54a02cb8-eb4f-11ee-b297-3b0ad9d5d6c6,1.70051e+18,1.70051e+18,1542631,/Deployment_2_SEOhio/Blue Route/TRCVan1/1700511459/20231120151919.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1700511459/20231120151919.record.00000,Van1,1700511459,True
191,eb22edf4-f0ab-11ee-b9e9-fb353e7798cd,1.70058e+18,1.70058e+18,1540178,/Deployment_2_SEOhio/RedRoute/TRCVan1/1700582322/20231121110208.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1700582322/20231121110208.record.00000,Van1,1700582322,True
192,d1d69a76-f0b5-11ee-b9f0-fb353e7798cd,1.70058e+18,1.70059e+18,1444342,/Deployment_2_SEOhio/RedRoute/TRCVan1/1700584695/20231121114000.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1700584695/20231121114000.record.00000,Van1,1700584695,True
193,906d3c4e-f0be-11ee-b9fb-fb353e7798cd,1.70059e+18,1.70059e+18,1430595,/Deployment_2_SEOhio/RedRoute/TRCVan1/1700586898/20231121121659.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1700586898/20231121121659.record.00000,Van1,1700586898,True
194,2bb03aaa-f0c7-11ee-ba06-fb353e7798cd,1.70059e+18,1.70059e+18,1435072,/Deployment_2_SEOhio/RedRoute/TRCVan1/1700592077/20231121134246.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1700592077/20231121134246.record.00000,Van1,1700592077,True
204,81a5a96e-f0c6-11ee-ba06-fb353e7798cd,1.70136e+18,1.70136e+18,632610,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1701360201/20231130110626.record.00000,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1701360201/20231130110626.record.00000,Van1,1701360201,True
205,8be24d52-f0ca-11ee-ba0a-fb353e7798cd,1.70136e+18,1.70137e+18,636111,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1701363998/20231130121651.record.00000,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1701363998/20231130121651.record.00000,Van1,1701363998,True
206,ba80ba8c-f0ce-11ee-ba0d-fb353e7798cd,1.70137e+18,1.70137e+18,694332,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1701366125/20231130124417.record.00000,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1701366125/20231130124417.record.00000,Van1,1701366125,True
207,240ebe64-f0d3-11ee-ba14-fb353e7798cd,1.70137e+18,1.70137e+18,700938,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1701370372/20231130135608.record.00000,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1701370372/20231130135608.record.00000,Van1,1701370372,True
208,b3ee0dd8-f0d7-11ee-ba18-fb353e7798cd,1.70137e+18,1.70137e+18,739768,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1701371909/20231130142015.record.00000,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1701371909/20231130142015.record.00000,Van1,1701371909,False
209,70060810-eb59-11ee-b297-3b0ad9d5d6c6,1.7018e+18,1.7018e+18,772495,/Deployment_2_SEOhio/Blue Route/TRCVan1/1701803039/20231205140700.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1701803039/20231205140700.record.00000,Van1,1701803039,False
210,dd72fdec-f0cf-11ee-ba0d-fb353e7798cd,1.70181e+18,1.70181e+18,1557584,/Deployment_2_SEOhio/RedRoute/TRCVan1/1701805296/20231205144430.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1701805296/20231205144430.record.00000,Van1,1701805296,False
211,211bdb36-f0da-11ee-ba1b-fb353e7798cd,1.70197e+18,1.70197e+18,396364,/Deployment_2_SEOhio/RedRoute/TRCVan1/1701966113/20231207112321.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1701966113/20231207112321.record.00000,Van1,1701966113,False
212,f0eebb6a-f0dc-11ee-ba1e-fb353e7798cd,1.70197e+18,1.70197e+18,435231,/Deployment_2_SEOhio/RedRoute/TRCVan1/1701968804/20231207121612.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1701968804/20231207121612.record.00000,Van1,1701968804,False
213,1f70a4f0-f0e0-11ee-ba1e-fb353e7798cd,1.70197e+18,1.70197e+18,276265,/Deployment_2_SEOhio/RedRoute/TRCVan1/1701972261/20231207130736.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1701972261/20231207130736.record.00000,Van1,1701972261,True
214,f711e68e-f0e1-11ee-ba1f-fb353e7798cd,1.70198e+18,1.70198e+18,354308,/Deployment_2_SEOhio/RedRoute/TRCVan1/1701976116/20231207141308.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1701976116/20231207141308.record.00000,Van1,1701976116,False
215,622bd2e8-f0e4-11ee-ba1f-fb353e7798cd,1.70198e+18,1.70198e+18,305462,/Deployment_2_SEOhio/RedRoute/TRCVan1/1701978705/20231207145426.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1701978705/20231207145426.record.00000,Van1,1701978705,False
216,7d27535e-f0e6-11ee-ba21-fb353e7798cd,1.70231e+18,1.70232e+18,1422636,/Deployment_2_SEOhio/RedRoute/TRCVan1/1702313267/20231211115132.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1702313267/20231211115132.record.00000,Van1,1702313267,True
217,8dbbbf1c-f0ef-11ee-ba29-fb353e7798cd,1.70232e+18,1.70232e+18,1612292,/Deployment_2_SEOhio/RedRoute/TRCVan1/1702315919/20231211123919.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1702315919/20231211123919.record.00000,Van1,1702315919,False
218,d21965e6-f0fa-11ee-ba37-fb353e7798cd,1.70232e+18,1.70232e+18,1638355,/Deployment_2_SEOhio/RedRoute/TRCVan1/1702320124/20231211134351.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1702320124/20231211134351.record.00000,Van1,1702320124,False
219,80340ab8-d054-11ee-9435-f7e542e2436c,1.70232e+18,1.70233e+18,1453126,/Deployment_2_SEOhio/Blue Route/TRCVan1/1702323716/20231211144257.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1702323716/20231211144257.record.00000,Van1,1702323716,False
220,171c50bc-f106-11ee-ba42-fb353e7798cd,1.70248e+18,1.70249e+18,1604186,/Deployment_2_SEOhio/RedRoute/TRCVan1/1702483621/20231213111237.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1702483621/20231213111237.record.00000,Van1,1702483621,False
221,de933de8-f112-11ee-ba4d-fb353e7798cd,1.70249e+18,1.70249e+18,1577104,/Deployment_2_SEOhio/RedRoute/TRCVan1/1702486677/20231213120310.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1702486677/20231213120310.record.00000,Van1,1702486677,False
222,fc119dfc-eb67-11ee-b297-3b0ad9d5d6c6,1.70249e+18,1.70249e+18,1688862,/Deployment_2_SEOhio/Blue Route/TRCVan1/1702490730/20231213130935.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1702490730/20231213130935.record.00000,Van1,1702490730,False
223,75f83e28-eb77-11ee-b297-3b0ad9d5d6c6,1.70249e+18,1.7025e+18,1702411,/Deployment_2_SEOhio/Blue Route/TRCVan1/1702493648/20231213135521.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1702493648/20231213135521.record.00000,Van1,1702493648,False
224,3343fd3c-eb87-11ee-b297-3b0ad9d5d6c6,1.70292e+18,1.70292e+18,1686118,/Deployment_2_SEOhio/Blue Route/TRCVan1/1702919336/20231218121831.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1702919336/20231218121831.record.00000,Van1,1702919336,False
225,64bbe8e0-eb94-11ee-b297-3b0ad9d5d6c6,1.70292e+18,1.70292e+18,1474775,/Deployment_2_SEOhio/Blue Route/TRCVan1/1702922788/20231218130841.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1702922788/20231218130841.record.00000,Van1,1702922788,False
226,2d35c522-eba2-11ee-b297-3b0ad9d5d6c6,1.70293e+18,1.70293e+18,1534653,/Deployment_2_SEOhio/Blue Route/TRCVan1/1702924975/20231218135408.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1702924975/20231218135408.record.00000,Van1,1702924975,False
