groupMetadataID,start_time,end_time,nummsgs,filebase,folder,vehicleID,experimentID,route,isOneMode,modes,auto_count,manual_count,percent_auto
7f824ea2-f05e-11ee-b993-fb353e7798cd,1.69454e+18,1.69455e+18,724020,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1694544542/20230912145112.record.00000,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1694544542/20230912145112.record.00000,Van1,1694544542,GreenRoute,False,both,23111,2153,0.9147799240025333
20cbfe8c-ea2b-11ee-b297-3b0ad9d5d6c6,1.69471e+18,1.69471e+18,1784455,/Deployment_2_SEOhio/Blue Route/TRCVan1/1694706909/20230914115732.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1694706909/20230914115732.record.00000,Van1,1694706909,Blue Route,False,both,43179,18704,0.6977522098152966
3ea96640-ea37-11ee-b297-3b0ad9d5d6c6,1.69471e+18,1.69471e+18,1620150,/Deployment_2_SEOhio/Blue Route/TRCVan1/1694709875/20230914124843.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1694709875/20230914124843.record.00000,Van1,1694709875,Blue Route,False,both,37759,18353,0.6729220131166239
57d240d6-ea4d-11ee-b297-3b0ad9d5d6c6,1.69472e+18,1.69472e+18,1902498,/Deployment_2_SEOhio/Blue Route/TRCVan1/1694719259/20230914152305.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1694719259/20230914152305.record.00000,Van1,1694719259,Blue Route,False,both,39375,26597,0.5968441156854423
01e65360-efd4-11ee-b966-fb353e7798cd,1.69514e+18,1.69514e+18,1597689,/Deployment_2_SEOhio/RedRoute/TRCVan1/1695139554/20230919120947.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1695139554/20230919120947.record.00000,Van1,1695139554,RedRoute,False,both,45096,10558,0.8102921622884249
1b6aca0e-efdf-11ee-b966-fb353e7798cd,1.69515e+18,1.69515e+18,1577642,/Deployment_2_SEOhio/RedRoute/TRCVan1/1695147555/20230919142543.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1695147555/20230919142543.record.00000,Van1,1695147555,RedRoute,False,both,36862,18191,0.6695729569687392
72a03d4a-efe9-11ee-b966-fb353e7798cd,1.69515e+18,1.69515e+18,1506107,/Deployment_2_SEOhio/RedRoute/TRCVan1/1695149842/20230919145613.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1695149842/20230919145613.record.00000,Van1,1695149842,RedRoute,False,both,33025,19930,0.6236427155131715
82d39c74-ea59-11ee-b297-3b0ad9d5d6c6,1.69531e+18,1.69531e+18,1280633,/Deployment_2_SEOhio/Blue Route/TRCVan1/1695308968/20230921111141.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1695308968/20230921111141.record.00000,Van1,1695308968,Blue Route,False,both,35208,6871,0.8367118990470306
b76f33be-ea61-11ee-b297-3b0ad9d5d6c6,1.69531e+18,1.69531e+18,674245,/Deployment_2_SEOhio/Blue Route/TRCVan1/1695312076/20230921120821.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1695312076/20230921120821.record.00000,Van1,1695312076,Blue Route,False,both,12043,10457,0.5352444444444444
17876fec-ea66-11ee-b297-3b0ad9d5d6c6,1.69531e+18,1.69532e+18,1664056,/Deployment_2_SEOhio/Blue Route/TRCVan1/1695314661/20230921124925.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1695314661/20230921124925.record.00000,Van1,1695314661,Blue Route,False,both,37779,18086,0.6762552582117605
5fcc4fd8-ea71-11ee-b297-3b0ad9d5d6c6,1.69532e+18,1.69532e+18,1692946,/Deployment_2_SEOhio/Blue Route/TRCVan1/1695321688/20230921144243.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1695321688/20230921144243.record.00000,Van1,1695321688,Blue Route,False,both,42415,14220,0.7489185132868368
d1d090d4-ea7c-11ee-b297-3b0ad9d5d6c6,1.69591e+18,1.69591e+18,1667613,/Deployment_2_SEOhio/Blue Route/TRCVan1/1695912038/20230928104427.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1695912038/20230928104427.record.00000,Van1,1695912038,Blue Route,False,both,41367,16612,0.713482467790062
36663b02-ea87-11ee-b297-3b0ad9d5d6c6,1.69592e+18,1.69592e+18,1539508,/Deployment_2_SEOhio/Blue Route/TRCVan1/1695917620/20230928121855.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1695917620/20230928121855.record.00000,Van1,1695917620,Blue Route,False,both,35454,18151,0.6613935267232535
04115e66-ea91-11ee-b297-3b0ad9d5d6c6,1.69592e+18,1.69592e+18,1084824,/Deployment_2_SEOhio/Blue Route/TRCVan1/1695921887/20230928132657.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1695921887/20230928132657.record.00000,Van1,1695921887,Blue Route,False,both,26808,8409,0.7612232728511799
0f4f0a06-ea98-11ee-b297-3b0ad9d5d6c6,1.69593e+18,1.69593e+18,1760571,/Deployment_2_SEOhio/Blue Route/TRCVan1/1695928123/20230928151114.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1695928123/20230928151114.record.00000,Van1,1695928123,Blue Route,False,both,40229,18472,0.6853205226486772
3151e9e2-eff3-11ee-b966-fb353e7798cd,1.69634e+18,1.69635e+18,881750,/Deployment_2_SEOhio/RedRoute/TRCVan1/1696344843/20231003105550.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1696344843/20231003105550.record.00000,Van1,1696344843,RedRoute,False,both,27923,786,0.9726218259082517
f41cbd44-eff8-11ee-b966-fb353e7798cd,1.69635e+18,1.69635e+18,791033,/Deployment_2_SEOhio/RedRoute/TRCVan1/1696349012/20231003120619.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1696349012/20231003120619.record.00000,Van1,1696349012,RedRoute,False,both,22735,2561,0.898758697027198
5a4bccf4-effe-11ee-b966-fb353e7798cd,1.69635e+18,1.69635e+18,1649945,/Deployment_2_SEOhio/RedRoute/TRCVan1/1696352389/20231003130554.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1696352389/20231003130554.record.00000,Van1,1696352389,RedRoute,False,both,44958,9621,0.8237234101027868
2f95c748-f009-11ee-b966-fb353e7798cd,1.69636e+18,1.69636e+18,1624953,/Deployment_2_SEOhio/RedRoute/TRCVan1/1696354925/20231003134503.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1696354925/20231003134503.record.00000,Van1,1696354925,RedRoute,False,both,47636,6867,0.8740069353980515
fcc6fcd2-f013-11ee-b966-fb353e7798cd,1.69636e+18,1.69636e+18,1658220,/Deployment_2_SEOhio/RedRoute/TRCVan1/1696357557/20231003142915.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1696357557/20231003142915.record.00000,Van1,1696357557,RedRoute,False,both,49382,6196,0.8885170391161971
14b6bc9c-f064-11ee-b998-fb353e7798cd,1.69651e+18,1.69651e+18,780803,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1696513206/20231005094602.record.00000,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1696513206/20231005094602.record.00000,Van1,1696513206,GreenRoute,False,both,22534,3251,0.8739189451231336
25e27b86-f06a-11ee-b9a3-fb353e7798cd,1.69652e+18,1.69652e+18,733768,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1696516109/20231005103035.record.00000,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1696516109/20231005103035.record.00000,Van1,1696516109,GreenRoute,False,both,22786,1468,0.9394739012121712
c2f54552-f06f-11ee-b9a9-fb353e7798cd,1.69652e+18,1.69652e+18,716970,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1696517463/20231005105301.record.00000,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1696517463/20231005105301.record.00000,Van1,1696517463,GreenRoute,False,both,22784,585,0.9749668364072062
c4146d46-f074-11ee-b9ac-fb353e7798cd,1.69653e+18,1.69653e+18,729358,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1696527185/20231005133640.record.00000,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1696527185/20231005133640.record.00000,Van1,1696527185,GreenRoute,False,both,21804,1930,0.9186820594927109
c1b320e2-f079-11ee-b9b0-fb353e7798cd,1.69653e+18,1.69653e+18,734423,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1696528998/20231005140613.record.00000,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1696528998/20231005140613.record.00000,Van1,1696528998,GreenRoute,False,both,23184,1067,0.9560018143581708
ba87f3ec-f07e-11ee-b9b4-fb353e7798cd,1.69653e+18,1.69653e+18,1009757,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1696532836/20231005151017.record.00000,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1696532836/20231005151017.record.00000,Van1,1696532836,GreenRoute,False,both,26341,6992,0.7902379023790238
cf6fdf3a-eaa3-11ee-b297-3b0ad9d5d6c6,1.69696e+18,1.69696e+18,1696256,/Deployment_2_SEOhio/Blue Route/TRCVan1/1696956495/20231010125131.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1696956495/20231010125131.record.00000,Van1,1696956495,Blue Route,False,both,45395,11320,0.8004055364542009
f43b6a70-f01e-11ee-b966-fb353e7798cd,1.69696e+18,1.69696e+18,1670355,/Deployment_2_SEOhio/RedRoute/TRCVan1/1696959404/20231010133914.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1696959404/20231010133914.record.00000,Van1,1696959404,RedRoute,False,both,43579,12311,0.77972803721596
457dc5ee-f02a-11ee-b966-fb353e7798cd,1.69696e+18,1.69696e+18,1659407,/Deployment_2_SEOhio/RedRoute/TRCVan1/1696962630/20231010143258.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1696962630/20231010143258.record.00000,Van1,1696962630,RedRoute,False,both,53747,1761,0.9682748432658356
621c07b8-eaaf-11ee-b297-3b0ad9d5d6c6,1.69816e+18,1.69816e+18,1546626,/Deployment_2_SEOhio/Blue Route/TRCVan1/1698160509/20231024112559.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1698160509/20231024112559.record.00000,Van1,1698160509,Blue Route,True,0,0,51680,0.0
6458c26e-eab9-11ee-b297-3b0ad9d5d6c6,1.69816e+18,1.69817e+18,1635268,/Deployment_2_SEOhio/Blue Route/TRCVan1/1698164674/20231024122917.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1698164674/20231024122917.record.00000,Van1,1698164674,Blue Route,True,0,0,54707,0.0
81acf35c-eac4-11ee-b297-3b0ad9d5d6c6,1.69817e+18,1.69817e+18,1575979,/Deployment_2_SEOhio/Blue Route/TRCVan1/1698167491/20231024131527.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1698167491/20231024131527.record.00000,Van1,1698167491,Blue Route,True,0,0,53083,0.0
baec243e-eacf-11ee-b297-3b0ad9d5d6c6,1.69817e+18,1.69817e+18,1594106,/Deployment_2_SEOhio/Blue Route/TRCVan1/1698169490/20231024135806.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1698169490/20231024135806.record.00000,Van1,1698169490,Blue Route,True,0,0,53506,0.0
787f70da-f036-11ee-b966-fb353e7798cd,1.69833e+18,1.69834e+18,1403611,/Deployment_2_SEOhio/RedRoute/TRCVan1/1698334427/20231026113811.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1698334427/20231026113811.record.00000,Van1,1698334427,RedRoute,True,0,0,47199,0.0
6daff50c-f041-11ee-b972-fb353e7798cd,1.69834e+18,1.69834e+18,1260025,/Deployment_2_SEOhio/RedRoute/TRCVan1/1698336678/20231026121914.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1698336678/20231026121914.record.00000,Van1,1698336678,RedRoute,True,0,0,45675,0.0
23a7aa3e-f048-11ee-b97d-fb353e7798cd,1.69834e+18,1.69834e+18,1308288,/Deployment_2_SEOhio/RedRoute/TRCVan1/1698339871/20231026130859.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1698339871/20231026130859.record.00000,Van1,1698339871,RedRoute,True,0,0,43798,0.0
ef63db62-f051-11ee-b986-fb353e7798cd,1.69834e+18,1.69834e+18,1387752,/Deployment_2_SEOhio/RedRoute/TRCVan1/1698341985/20231026134501.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1698341985/20231026134501.record.00000,Van1,1698341985,RedRoute,True,0,0,46412,0.0
48021fe0-f05c-11ee-b992-fb353e7798cd,1.69834e+18,1.69835e+18,1396272,/Deployment_2_SEOhio/RedRoute/TRCVan1/1698344425/20231026142225.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1698344425/20231026142225.record.00000,Van1,1698344425,RedRoute,True,0,0,46687,0.0
05d0240e-eadb-11ee-b297-3b0ad9d5d6c6,1.69877e+18,1.69877e+18,1452437,/Deployment_2_SEOhio/Blue Route/TRCVan1/1698766201/20231031113420.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1698766201/20231031113420.record.00000,Van1,1698766201,Blue Route,True,0,0,48637,0.0
d54c11ca-eae5-11ee-b297-3b0ad9d5d6c6,1.69877e+18,1.69877e+18,1457171,/Deployment_2_SEOhio/Blue Route/TRCVan1/1698770052/20231031123713.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1698770052/20231031123713.record.00000,Van1,1698770052,Blue Route,True,0,0,48902,0.0
23765aa8-eaf1-11ee-b297-3b0ad9d5d6c6,1.69877e+18,1.69878e+18,1887906,/Deployment_2_SEOhio/Blue Route/TRCVan1/1698773934/20231031134105.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1698773934/20231031134105.record.00000,Van1,1698773934,Blue Route,True,0,0,63231,0.0
f93290be-eafe-11ee-b297-3b0ad9d5d6c6,1.69878e+18,1.69878e+18,1414731,/Deployment_2_SEOhio/Blue Route/TRCVan1/1698778736/20231031150232.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1698778736/20231031150232.record.00000,Van1,1698778736,Blue Route,True,0,0,47259,0.0
bb52690a-f066-11ee-b99e-fb353e7798cd,1.69878e+18,1.69878e+18,1332082,/Deployment_2_SEOhio/RedRoute/TRCVan1/1698781194/20231031154315.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1698781194/20231031154315.record.00000,Van1,1698781194,RedRoute,True,0,0,44800,0.0
879e3fa2-f085-11ee-b9bd-fb353e7798cd,1.69894e+18,1.69894e+18,635113,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1698939039/20231102113834.record.00000,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1698939039/20231102113834.record.00000,Van1,1698939039,GreenRoute,True,0,0,21295,0.0
a2ed8b42-f089-11ee-b9c3-fb353e7798cd,1.69894e+18,1.69894e+18,611346,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1698940788/20231102120203.record.00000,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1698940788/20231102120203.record.00000,Van1,1698940788,GreenRoute,True,0,0,20367,0.0
b6227b56-f08d-11ee-b9c9-fb353e7798cd,1.69894e+18,1.69894e+18,601443,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1698942399/20231102123149.record.00000,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1698942399/20231102123149.record.00000,Van1,1698942399,GreenRoute,True,0,0,20142,0.0
d1a3a310-f091-11ee-b9ce-fb353e7798cd,1.69894e+18,1.69894e+18,104741,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1698944496/20231102130438.record.00000,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1698944496/20231102130438.record.00000,Van1,1698944496,GreenRoute,False,both,2121,1355,0.6101841196777905
878e1a02-f092-11ee-b9cf-fb353e7798cd,1.69895e+18,1.69895e+18,644520,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1698945333/20231102131747.record.00000,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1698945333/20231102131747.record.00000,Van1,1698945333,GreenRoute,True,0,0,21550,0.0
e640cf0a-f096-11ee-b9d5-fb353e7798cd,1.69895e+18,1.69895e+18,640791,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1698949425/20231102142217.record.00000,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1698949425/20231102142217.record.00000,Van1,1698949425,GreenRoute,True,0,0,21448,0.0
079f0d30-eb09-11ee-b297-3b0ad9d5d6c6,1.69937e+18,1.69937e+18,711017,/Deployment_2_SEOhio/Blue Route/TRCVan1/1699373131/20231107111450.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1699373131/20231107111450.record.00000,Van1,1699373131,Blue Route,True,0,0,22790,0.0
bcf44e58-eb0d-11ee-b297-3b0ad9d5d6c6,1.69938e+18,1.69938e+18,1595483,/Deployment_2_SEOhio/Blue Route/TRCVan1/1699377156/20231107121606.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1699377156/20231107121606.record.00000,Van1,1699377156,Blue Route,True,0,0,53609,0.0
e9e14d3a-eb17-11ee-b297-3b0ad9d5d6c6,1.69938e+18,1.69938e+18,1490185,/Deployment_2_SEOhio/Blue Route/TRCVan1/1699379931/20231107130310.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1699379931/20231107130310.record.00000,Van1,1699379931,Blue Route,True,0,0,50136,0.0
599673dc-f070-11ee-b9a9-fb353e7798cd,1.69938e+18,1.69939e+18,1419466,/Deployment_2_SEOhio/RedRoute/TRCVan1/1699382954/20231107135758.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1699382954/20231107135758.record.00000,Van1,1699382954,RedRoute,True,0,0,47754,0.0
26af7004-f07a-11ee-b9b2-fb353e7798cd,1.69939e+18,1.69939e+18,1362300,/Deployment_2_SEOhio/RedRoute/TRCVan1/1699385598/20231107143718.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1699385598/20231107143718.record.00000,Van1,1699385598,RedRoute,True,0,0,45871,0.0
5230b9be-f083-11ee-b9b8-fb353e7798cd,1.69939e+18,1.69939e+18,682381,/Deployment_2_SEOhio/RedRoute/TRCVan1/1699388000/20231107151528.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1699388000/20231107151528.record.00000,Van1,1699388000,RedRoute,True,0,0,22208,0.0
31b48540-f09b-11ee-b9da-fb353e7798cd,1.69955e+18,1.69955e+18,610629,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1699545317/20231109110040.record.00000,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1699545317/20231109110040.record.00000,Van1,1699545317,GreenRoute,True,0,0,20380,0.0
2c8690b4-f09f-11ee-b9de-fb353e7798cd,1.69955e+18,1.69955e+18,573256,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1699546813/20231109112244.record.00000,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1699546813/20231109112244.record.00000,Van1,1699546813,GreenRoute,True,0,0,19178,0.0
00ff88b6-f0a3-11ee-b9e3-fb353e7798cd,1.69955e+18,1.69955e+18,553148,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1699548107/20231109114602.record.00000,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1699548107/20231109114602.record.00000,Van1,1699548107,GreenRoute,True,0,0,18481,0.0
900701bc-f0a6-11ee-b9e4-fb353e7798cd,1.69955e+18,1.69955e+18,561346,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1699549402/20231109120510.record.00000,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1699549402/20231109120510.record.00000,Van1,1699549402,GreenRoute,True,0,0,18784,0.0
41cd65b4-f0aa-11ee-b9e8-fb353e7798cd,1.69955e+18,1.69955e+18,544880,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1699550517/20231109122347.record.00000,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1699550517/20231109122347.record.00000,Van1,1699550517,GreenRoute,True,0,0,18229,0.0
b2bfb60c-f0ad-11ee-b9ea-fb353e7798cd,1.69956e+18,1.69956e+18,584208,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1699555006/20231109133822.record.00000,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1699555006/20231109133822.record.00000,Van1,1699555006,GreenRoute,True,0,0,19545,0.0
7aa336e6-f0b1-11ee-b9ed-fb353e7798cd,1.69956e+18,1.69956e+18,588638,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1699556353/20231109140133.record.00000,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1699556353/20231109140133.record.00000,Van1,1699556353,GreenRoute,True,0,0,19651,0.0
56b8baa4-f0b5-11ee-b9f0-fb353e7798cd,1.69956e+18,1.69956e+18,586081,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1699557214/20231109141440.record.00000,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1699557214/20231109141440.record.00000,Van1,1699557214,GreenRoute,True,0,0,19587,0.0
471890c0-f0b9-11ee-b9f5-fb353e7798cd,1.69998e+18,1.69998e+18,643424,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1699981669/20231114121040.record.00000,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1699981669/20231114121040.record.00000,Van1,1699981669,GreenRoute,True,0,0,21295,0.0
6c415180-f0bd-11ee-b9fa-fb353e7798cd,1.69998e+18,1.69998e+18,750482,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1699983214/20231114123548.record.00000,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1699983214/20231114123548.record.00000,Van1,1699983214,GreenRoute,True,0,0,25135,0.0
3b6d2a5c-f0c2-11ee-ba01-fb353e7798cd,1.69998e+18,1.69999e+18,661440,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1699984623/20231114130142.record.00000,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1699984623/20231114130142.record.00000,Van1,1699984623,GreenRoute,True,0,0,22182,0.0
781c0bcc-eb21-11ee-b297-3b0ad9d5d6c6,1.69999e+18,1.69999e+18,1491010,/Deployment_2_SEOhio/Blue Route/TRCVan1/1699990938/20231114144739.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1699990938/20231114144739.record.00000,Van1,1699990938,Blue Route,True,0,0,50062,0.0
593d4b54-d0a9-11ee-9435-f7e542e2436c,1.69999e+18,1.7e+18,1756748,/Deployment_2_SEOhio/Blue Route/TRCVan1/1699993490/20231114152701.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1699993490/20231114152701.record.00000,Van1,1699993490,Blue Route,True,0,0,59130,0.0
4bbe3c64-f088-11ee-b9c3-fb353e7798cd,1.70015e+18,1.70015e+18,607638,/Deployment_2_SEOhio/RedRoute/TRCVan1/1700151609/20231116112402.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1700151609/20231116112402.record.00000,Van1,1700151609,RedRoute,True,0,0,19626,0.0
5c2ad8ec-f08c-11ee-b9c8-fb353e7798cd,1.70015e+18,1.70016e+18,1450588,/Deployment_2_SEOhio/RedRoute/TRCVan1/1700154305/20231116120910.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1700154305/20231116120910.record.00000,Van1,1700154305,RedRoute,True,0,0,48500,0.0
6c5f7416-f096-11ee-b9d4-fb353e7798cd,1.70016e+18,1.70016e+18,349139,/Deployment_2_SEOhio/RedRoute/TRCVan1/1700157378/20231116130006.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1700157378/20231116130006.record.00000,Van1,1700157378,RedRoute,True,0,0,11625,0.0
ede139be-f098-11ee-b9d8-fb353e7798cd,1.70016e+18,1.70016e+18,1413248,/Deployment_2_SEOhio/RedRoute/TRCVan1/1700159117/20231116132717.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1700159117/20231116132717.record.00000,Van1,1700159117,RedRoute,True,0,0,47358,0.0
dbff355c-f0a2-11ee-b9e3-fb353e7798cd,1.70016e+18,1.70016e+18,1379263,/Deployment_2_SEOhio/RedRoute/TRCVan1/1700163302/20231116143619.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1700163302/20231116143619.record.00000,Van1,1700163302,RedRoute,True,0,0,46179,0.0
d4b936f6-eb36-11ee-b297-3b0ad9d5d6c6,1.7005e+18,1.7005e+18,1266107,/Deployment_2_SEOhio/Blue Route/TRCVan1/1700496073/20231120110411.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1700496073/20231120110411.record.00000,Van1,1700496073,Blue Route,True,0,0,41485,0.0
cc0299e6-eb3e-11ee-b297-3b0ad9d5d6c6,1.7005e+18,1.7005e+18,1780666,/Deployment_2_SEOhio/Blue Route/TRCVan1/1700501626/20231120123540.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1700501626/20231120123540.record.00000,Van1,1700501626,Blue Route,True,0,0,59604,0.0
60c57e4e-eb4a-11ee-b297-3b0ad9d5d6c6,1.7005e+18,1.70051e+18,776694,/Deployment_2_SEOhio/Blue Route/TRCVan1/1700504139/20231120132605.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1700504139/20231120132605.record.00000,Van1,1700504139,Blue Route,True,0,0,25533,0.0
54a02cb8-eb4f-11ee-b297-3b0ad9d5d6c6,1.70051e+18,1.70051e+18,1542631,/Deployment_2_SEOhio/Blue Route/TRCVan1/1700511459/20231120151919.record.00000,/Deployment_2_SEOhio/Blue Route/TRCVan1/1700511459/20231120151919.record.00000,Van1,1700511459,Blue Route,True,0,0,51706,0.0
eb22edf4-f0ab-11ee-b9e9-fb353e7798cd,1.70058e+18,1.70058e+18,1540178,/Deployment_2_SEOhio/RedRoute/TRCVan1/1700582322/20231121110208.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1700582322/20231121110208.record.00000,Van1,1700582322,RedRoute,True,0,0,50967,0.0
d1d69a76-f0b5-11ee-b9f0-fb353e7798cd,1.70058e+18,1.70059e+18,1444342,/Deployment_2_SEOhio/RedRoute/TRCVan1/1700584695/20231121114000.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1700584695/20231121114000.record.00000,Van1,1700584695,RedRoute,True,0,0,47815,0.0
906d3c4e-f0be-11ee-b9fb-fb353e7798cd,1.70059e+18,1.70059e+18,1430595,/Deployment_2_SEOhio/RedRoute/TRCVan1/1700586898/20231121121659.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1700586898/20231121121659.record.00000,Van1,1700586898,RedRoute,True,0,0,47350,0.0
2bb03aaa-f0c7-11ee-ba06-fb353e7798cd,1.70059e+18,1.70059e+18,1435072,/Deployment_2_SEOhio/RedRoute/TRCVan1/1700592077/20231121134246.record.00000,/Deployment_2_SEOhio/RedRoute/TRCVan1/1700592077/20231121134246.record.00000,Van1,1700592077,RedRoute,True,0,0,47520,0.0
81a5a96e-f0c6-11ee-ba06-fb353e7798cd,1.70136e+18,1.70136e+18,632610,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1701360201/20231130110626.record.00000,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1701360201/20231130110626.record.00000,Van1,1701360201,GreenRoute,True,0,0,21753,0.0
8be24d52-f0ca-11ee-ba0a-fb353e7798cd,1.70136e+18,1.70137e+18,636111,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1701363998/20231130121651.record.00000,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1701363998/20231130121651.record.00000,Van1,1701363998,GreenRoute,True,0,0,21850,0.0
ba80ba8c-f0ce-11ee-ba0d-fb353e7798cd,1.70137e+18,1.70137e+18,694332,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1701366125/20231130124417.record.00000,/Deployment_2_SEOhio/GreenRoute/TRCVan1/1701366125/20231130124417.record.00000,Van1,1701366125,GreenRoute,True,0,0,23909,0.0
