groupMetadataID,event,time,position.alt_msl,position.latitude,position.longitude,type
fc119dfc-eb67-11ee-b297-3b0ad9d5d6c6,oscillation,1702491054496830462,,,,['NOT_DISENGAGEMENT']
fc119dfc-eb67-11ee-b297-3b0ad9d5d6c6,,1702491109489287188,,,,['ROUND_ABOUT']
fc119dfc-eb67-11ee-b297-3b0ad9d5d6c6,,1702491241724727984,,,,['TRAFFIC_LIGHT']
fc119dfc-eb67-11ee-b297-3b0ad9d5d6c6,pedestrian jaywalking,1702491346215163879,,,,['OBJ_DETECTION']
fc119dfc-eb67-11ee-b297-3b0ad9d5d6c6,rolled through stop,1702491452121936153,,,,['TRAFFIC_LIGHT']
fc119dfc-eb67-11ee-b297-3b0ad9d5d6c6,car over white line,1702491500327653783,,,,['INTENTIONAL']
fc119dfc-eb67-11ee-b297-3b0ad9d5d6c6,map carries right twd parked cars,1702491527371985864,,,,['UNKNOWN']
fc119dfc-eb67-11ee-b297-3b0ad9d5d6c6,,1702491598136497470,,,,['LOCALIZATION']
fc119dfc-eb67-11ee-b297-3b0ad9d5d6c6,"traffic stopped, not seen",1702491694154891163,,,,['INTERSECTION']
fc119dfc-eb67-11ee-b297-3b0ad9d5d6c6,anchor,1702492074817825978,,,,['OBJ_DETECTION']
fc119dfc-eb67-11ee-b297-3b0ad9d5d6c6,two approaching cars in opposing traffic,1702492182205696831,,,,['OBJ_DETECTION']
fc119dfc-eb67-11ee-b297-3b0ad9d5d6c6,safety,1702492197947356113,,,,['TRAFFIC_FAULT']
fc119dfc-eb67-11ee-b297-3b0ad9d5d6c6,,1702492262754513814,,,,['LOCALIZATION']
fc119dfc-eb67-11ee-b297-3b0ad9d5d6c6,traffic from the right after trying to plan after struggling with uphill stop,1702492372768325743,,,,['TRAFFIC_FAULT']
fc119dfc-eb67-11ee-b297-3b0ad9d5d6c6,truck pulling onto road,1702492451018836272,,,,['TRAFFIC_FAULT']
fc119dfc-eb67-11ee-b297-3b0ad9d5d6c6,"traffic stopped at light, van stopped too",1702492531371351630,,,,['NOT_DISENGAGEMENT']
fc119dfc-eb67-11ee-b297-3b0ad9d5d6c6,,1702492794134872456,,,,['RAILROAD']
fc119dfc-eb67-11ee-b297-3b0ad9d5d6c6,,1702492807910504274,,,,['EOR']
