groupMetadataID,event,time,position.alt_msl,position.latitude,position.longitude,type
c7c02bda-ebe0-11ee-b297-3b0ad9d5d6c6,float,1703012040207558526,,,,['NOT_DISENGAGEMENT']
c7c02bda-ebe0-11ee-b297-3b0ad9d5d6c6,,1703012096868561059,,,,['ROUND_ABOUT']
c7c02bda-ebe0-11ee-b297-3b0ad9d5d6c6,dash LED not picking up green light,1703012272584654572,,,,['TRAFFIC_LIGHT']
c7c02bda-ebe0-11ee-b297-3b0ad9d5d6c6,steering spinning at 0 mp,1703012302847472404,,,,['NOT_DISENGAGEMENT']
c7c02bda-ebe0-11ee-b297-3b0ad9d5d6c6,avoidance maneuvers,1703012341522893098,,,,['OTHER']
c7c02bda-ebe0-11ee-b297-3b0ad9d5d6c6,,1703012418447591673,,,,['OTHER']
c7c02bda-ebe0-11ee-b297-3b0ad9d5d6c6,re-engagement failure,1703012453965313967,,,,['OTHER']
c7c02bda-ebe0-11ee-b297-3b0ad9d5d6c6,semi turned left around us at intersection,1703012489578379084,,,,['NOT_DISENGAGEMENT']
c7c02bda-ebe0-11ee-b297-3b0ad9d5d6c6,mail truck,1703012583604890695,,,,['OBJ_DETECTION']
c7c02bda-ebe0-11ee-b297-3b0ad9d5d6c6,,1703012667228369296,,,,['RAILROAD']
c7c02bda-ebe0-11ee-b297-3b0ad9d5d6c6,not stopping for traffic at red light,1703013045411430921,,,,['TRAFFIC_LIGHT']
c7c02bda-ebe0-11ee-b297-3b0ad9d5d6c6,oncoming traffic on left hand turn,1703013142796178525,,,,['OBJ_DETECTION']
c7c02bda-ebe0-11ee-b297-3b0ad9d5d6c6,,1703013277153057981,,,,['INTERSECTION']
c7c02bda-ebe0-11ee-b297-3b0ad9d5d6c6,,1703013698063313846,,,,['RAILROAD']
c7c02bda-ebe0-11ee-b297-3b0ad9d5d6c6,,1703013721383234430,,,,['EOR']
