groupMetadataID,latitudeStdDev,longitude,time,latitude,longitudeStdDev,numSatsInSolution
72a03d4a-efe9-11ee-b966-fb353e7798cd,0.013201968,-82.10164057293478,1695149775062481840,39.36564595378361,0.009997325,13
72a03d4a-efe9-11ee-b966-fb353e7798cd,0.01404251,-82.10148505229851,1695149776051317308,39.36574928907048,0.011072904,13
72a03d4a-efe9-11ee-b966-fb353e7798cd,0.014068025,-82.10133141698695,1695149777055053391,39.3658505949702,0.010746522,13
72a03d4a-efe9-11ee-b966-fb353e7798cd,0.013690624,-82.10117809943571,1695149778055536510,39.36595347443342,0.010032902,13
72a03d4a-efe9-11ee-b966-fb353e7798cd,0.014631652,-82.10102146502483,1695149779051940858,39.36606316890498,0.011079796,13
72a03d4a-efe9-11ee-b966-fb353e7798cd,0.023200102,-82.10086273839192,1695149780066165452,39.366172675349745,0.0125307925,10
72a03d4a-efe9-11ee-b966-fb353e7798cd,0.037330925,-82.10070680816676,1695149781066013907,39.366288363351,0.016952224,7
72a03d4a-efe9-11ee-b966-fb353e7798cd,0.04571305,-82.10055595376936,1695149782054206229,39.366413771308835,0.035813585,7
72a03d4a-efe9-11ee-b966-fb353e7798cd,0.063213795,-82.1004109704442,1695149783052028042,39.36654563163974,0.04544842,7
72a03d4a-efe9-11ee-b966-fb353e7798cd,0.07601583,-82.1002743663092,1695149784050992383,39.366684548483896,0.121738024,7
72a03d4a-efe9-11ee-b966-fb353e7798cd,0.08010913,-82.1001486097839,1695149785058247787,39.36683085557192,0.12721638,8
72a03d4a-efe9-11ee-b966-fb353e7798cd,0.13619456,-82.10003359492106,1695149786066611431,39.3669832084439,0.15975529,6
72a03d4a-efe9-11ee-b966-fb353e7798cd,0.1376125,-82.09992443224864,1695149787055538356,39.36713902417078,0.16175836,9
72a03d4a-efe9-11ee-b966-fb353e7798cd,0.13947368,-82.09981789677597,1695149788050418156,39.36729666938234,0.16395772,9
72a03d4a-efe9-11ee-b966-fb353e7798cd,0.14352365,-82.09971232958009,1695149789044933959,39.36745548163392,0.16722628,11
72a03d4a-efe9-11ee-b966-fb353e7798cd,0.14441547,-82.09960710901665,1695149790054207341,39.3676140181499,0.16781989,10
72a03d4a-efe9-11ee-b966-fb353e7798cd,0.145656,-82.0994976428805,1695149791058495431,39.36776973693984,0.16844511,10
72a03d4a-efe9-11ee-b966-fb353e7798cd,0.14729072,-82.09937668633422,1695149792062311501,39.36791890671513,0.17148206,7
72a03d4a-efe9-11ee-b966-fb353e7798cd,0.15031587,-82.09924354592168,1695149793050519150,39.36805977164186,0.17328084,7
72a03d4a-efe9-11ee-b966-fb353e7798cd,0.15182994,-82.09910235475606,1695149794051206435,39.36819414580738,0.17511818,9
72a03d4a-efe9-11ee-b966-fb353e7798cd,0.15242264,-82.09895337917227,1695149795057017387,39.36832165490949,0.1757519,11
72a03d4a-efe9-11ee-b966-fb353e7798cd,0.15283784,-82.09879612297433,1695149796056205485,39.36844113282818,0.17615113,10
72a03d4a-efe9-11ee-b966-fb353e7798cd,0.15323621,-82.09863174668814,1695149797069111460,39.3685500640472,0.17639595,11
72a03d4a-efe9-11ee-b966-fb353e7798cd,0.016199268,-82.09846392549527,1695149798050260400,39.36864929175887,0.020135395,9
72a03d4a-efe9-11ee-b966-fb353e7798cd,0.022486372,-82.09829614815635,1695149799058903191,39.368736383591354,0.026540413,7
72a03d4a-efe9-11ee-b966-fb353e7798cd,0.039065253,-82.09812965800589,1695149800066560421,39.36881277003457,0.032910325,8
72a03d4a-efe9-11ee-b966-fb353e7798cd,0.08999377,-82.09796576710919,1695149801049762136,39.368880788404546,0.068319015,7
72a03d4a-efe9-11ee-b966-fb353e7798cd,0.13321769,-82.09780503308451,1695149802062093581,39.36894015150037,0.094950035,7
72a03d4a-efe9-11ee-b966-fb353e7798cd,0.13914663,-82.09764734114206,1695149803056628723,39.36899376503797,0.09699932,8
72a03d4a-efe9-11ee-b966-fb353e7798cd,0.14150825,-82.09749367668154,1695149804055795285,39.369043454300446,0.097784735,7
72a03d4a-efe9-11ee-b966-fb353e7798cd,0.051823623,-82.09734432366484,1695149805054270578,39.36909183316988,0.019781405,8
72a03d4a-efe9-11ee-b966-fb353e7798cd,0.105077915,-82.0971954292081,1695149806056518728,39.369139197123594,0.036967885,9
72a03d4a-efe9-11ee-b966-fb353e7798cd,0.044988174,-82.09703622852768,1695149807058533170,39.36919043660345,0.01594583,8
